,Test,Effect_Size,n,Weighting,Simulation,power,power_stderr
1139,rLRT,1.0,47,Unweighted,SIEM,1.0,0.0
1140,FET,0.0,56,Unweighted,SIEM,0.05,0.0021794494717703367
1141,LRT,0.0,56,Unweighted,SIEM,0.06,0.0023748684174075834
1142,MWW,0.0,56,Unweighted,SIEM,0.06,0.0023748684174075834
1143,PT,0.0,56,Unweighted,SIEM,0.07,0.0025514701644346145
1144,WT,0.0,56,Unweighted,SIEM,0.06,0.0023748684174075834
1145,rLRT,0.0,56,Unweighted,SIEM,0.06,0.0023748684174075834
1146,FET,0.111,56,Unweighted,SIEM,0.08,0.002712931993250107
1147,LRT,0.111,56,Unweighted,SIEM,0.1,0.003
1148,MWW,0.111,56,Unweighted,SIEM,0.1,0.003
1149,PT,0.111,56,Unweighted,SIEM,0.12,0.0032496153618543845
1150,WT,0.111,56,Unweighted,SIEM,0.09,0.0028618176042508377
1151,rLRT,0.111,56,Unweighted,SIEM,0.1,0.003
1152,FET,0.222,56,Unweighted,SIEM,0.26,0.004386342439892262
1153,LRT,0.222,56,Unweighted,SIEM,0.28,0.004489988864128729
1154,MWW,0.222,56,Unweighted,SIEM,0.28,0.004489988864128729
1155,PT,0.222,56,Unweighted,SIEM,0.28,0.00448998886412873
1156,WT,0.222,56,Unweighted,SIEM,0.27,0.004439594576084623
1157,rLRT,0.222,56,Unweighted,SIEM,0.28,0.004489988864128729
1158,FET,0.333,56,Unweighted,SIEM,0.45,0.004974937185533101
1159,LRT,0.333,56,Unweighted,SIEM,0.48,0.004995998398718718
1160,MWW,0.333,56,Unweighted,SIEM,0.5,0.005
1161,PT,0.333,56,Unweighted,SIEM,0.52,0.0049959983987187175
1162,WT,0.333,56,Unweighted,SIEM,0.48,0.004995998398718718
1163,rLRT,0.333,56,Unweighted,SIEM,0.5,0.005
1164,FET,0.444,56,Unweighted,SIEM,0.68,0.00466476151587624
1165,LRT,0.444,56,Unweighted,SIEM,0.72,0.004489988864128728
1166,MWW,0.444,56,Unweighted,SIEM,0.73,0.004439594576084623
1167,PT,0.444,56,Unweighted,SIEM,0.74,0.004386342439892262
1168,WT,0.444,56,Unweighted,SIEM,0.68,0.00466476151587624
1169,rLRT,0.444,56,Unweighted,SIEM,0.72,0.004489988864128728
1170,FET,0.556,56,Unweighted,SIEM,0.93,0.002551470164434615
1171,LRT,0.556,56,Unweighted,SIEM,0.94,0.0023748684174075834
1172,MWW,0.556,56,Unweighted,SIEM,0.94,0.0023748684174075834
1173,PT,0.556,56,Unweighted,SIEM,0.95,0.0021794494717703376
1174,WT,0.556,56,Unweighted,SIEM,0.94,0.0023748684174075834
1175,rLRT,0.556,56,Unweighted,SIEM,0.94,0.0023748684174075834
1176,FET,0.667,56,Unweighted,SIEM,1.0,0.0
1177,LRT,0.667,56,Unweighted,SIEM,1.0,0.0
1178,MWW,0.667,56,Unweighted,SIEM,1.0,0.0
1179,PT,0.667,56,Unweighted,SIEM,1.0,0.0
1180,WT,0.667,56,Unweighted,SIEM,1.0,0.0
1181,rLRT,0.667,56,Unweighted,SIEM,1.0,0.0
1182,FET,0.778,56,Unweighted,SIEM,1.0,0.0
1183,LRT,0.778,56,Unweighted,SIEM,1.0,0.0
1184,MWW,0.778,56,Unweighted,SIEM,1.0,0.0
1185,PT,0.778,56,Unweighted,SIEM,1.0,0.0
1186,WT,0.778,56,Unweighted,SIEM,1.0,0.0
1187,rLRT,0.778,56,Unweighted,SIEM,1.0,0.0
1188,FET,0.889,56,Unweighted,SIEM,1.0,0.0
1189,LRT,0.889,56,Unweighted,SIEM,1.0,0.0
1190,MWW,0.889,56,Unweighted,SIEM,1.0,0.0
1191,PT,0.889,56,Unweighted,SIEM,1.0,0.0
1192,WT,0.889,56,Unweighted,SIEM,1.0,0.0
1193,rLRT,0.889,56,Unweighted,SIEM,1.0,0.0
1194,FET,1.0,56,Unweighted,SIEM,1.0,0.0
1195,LRT,1.0,56,Unweighted,SIEM,1.0,0.0
1196,MWW,1.0,56,Unweighted,SIEM,1.0,0.0
1197,PT,1.0,56,Unweighted,SIEM,1.0,0.0
1198,WT,1.0,56,Unweighted,SIEM,1.0,0.0
1199,rLRT,1.0,56,Unweighted,SIEM,1.0,0.0
1200,FET,0.0,64,Unweighted,SIEM,0.05,0.0021794494717703367
1201,LRT,0.0,64,Unweighted,SIEM,0.06,0.0023748684174075834
1202,MWW,0.0,64,Unweighted,SIEM,0.06,0.0023748684174075834
1203,PT,0.0,64,Unweighted,SIEM,0.06,0.0023748684174075834
1204,WT,0.0,64,Unweighted,SIEM,0.06,0.0023748684174075834
1205,rLRT,0.0,64,Unweighted,SIEM,0.06,0.0023748684174075834
1206,FET,0.111,64,Unweighted,SIEM,0.1,0.003
1207,LRT,0.111,64,Unweighted,SIEM,0.11,0.0031288975694324034
1208,MWW,0.111,64,Unweighted,SIEM,0.11,0.0031288975694324034
1209,PT,0.111,64,Unweighted,SIEM,0.11,0.0031288975694324034
1210,WT,0.111,64,Unweighted,SIEM,0.11,0.0031288975694324034
1211,rLRT,0.111,64,Unweighted,SIEM,0.11,0.0031288975694324034
1212,FET,0.222,64,Unweighted,SIEM,0.28,0.004489988864128729
1213,LRT,0.222,64,Unweighted,SIEM,0.3,0.00458257569495584
1214,MWW,0.222,64,Unweighted,SIEM,0.3,0.00458257569495584
1215,PT,0.222,64,Unweighted,SIEM,0.31,0.00462493243193887
1216,WT,0.222,64,Unweighted,SIEM,0.28,0.004489988864128729
1217,rLRT,0.222,64,Unweighted,SIEM,0.3,0.00458257569495584
1218,FET,0.333,64,Unweighted,SIEM,0.6,0.004898979485566357
1219,LRT,0.333,64,Unweighted,SIEM,0.61,0.0048774993593028795
1220,MWW,0.333,64,Unweighted,SIEM,0.63,0.004828043081829324
1221,PT,0.333,64,Unweighted,SIEM,0.64,0.0048000000000000004
1222,WT,0.333,64,Unweighted,SIEM,0.6,0.004898979485566357
1223,rLRT,0.333,64,Unweighted,SIEM,0.61,0.0048774993593028795
1224,FET,0.444,64,Unweighted,SIEM,0.8,0.004
1225,LRT,0.444,64,Unweighted,SIEM,0.8,0.004
1226,MWW,0.444,64,Unweighted,SIEM,0.8,0.004
1227,PT,0.444,64,Unweighted,SIEM,0.84,0.0036660605559646724
1228,WT,0.444,64,Unweighted,SIEM,0.8,0.004
1229,rLRT,0.444,64,Unweighted,SIEM,0.8,0.004
1230,FET,0.556,64,Unweighted,SIEM,0.94,0.0023748684174075834
1231,LRT,0.556,64,Unweighted,SIEM,0.94,0.0023748684174075834
1232,MWW,0.556,64,Unweighted,SIEM,0.94,0.0023748684174075834
1233,PT,0.556,64,Unweighted,SIEM,0.95,0.002179449471770337
1234,WT,0.556,64,Unweighted,SIEM,0.94,0.0023748684174075834
1235,rLRT,0.556,64,Unweighted,SIEM,0.94,0.0023748684174075834
1236,FET,0.667,64,Unweighted,SIEM,1.0,0.0
1237,LRT,0.667,64,Unweighted,SIEM,1.0,0.0
1238,MWW,0.667,64,Unweighted,SIEM,1.0,0.0
1239,PT,0.667,64,Unweighted,SIEM,1.0,0.0
1240,WT,0.667,64,Unweighted,SIEM,1.0,0.0
1241,rLRT,0.667,64,Unweighted,SIEM,1.0,0.0
1242,FET,0.778,64,Unweighted,SIEM,1.0,0.0
1243,LRT,0.778,64,Unweighted,SIEM,1.0,0.0
1244,MWW,0.778,64,Unweighted,SIEM,1.0,0.0
1245,PT,0.778,64,Unweighted,SIEM,1.0,0.0
1246,WT,0.778,64,Unweighted,SIEM,1.0,0.0
1247,rLRT,0.778,64,Unweighted,SIEM,1.0,0.0
1248,FET,0.889,64,Unweighted,SIEM,1.0,0.0
1249,LRT,0.889,64,Unweighted,SIEM,1.0,0.0
1250,MWW,0.889,64,Unweighted,SIEM,1.0,0.0
1251,PT,0.889,64,Unweighted,SIEM,1.0,0.0
1252,WT,0.889,64,Unweighted,SIEM,1.0,0.0
1253,rLRT,0.889,64,Unweighted,SIEM,1.0,0.0
1254,FET,1.0,64,Unweighted,SIEM,1.0,0.0
1255,LRT,1.0,64,Unweighted,SIEM,1.0,0.0
1256,MWW,1.0,64,Unweighted,SIEM,1.0,0.0
1257,PT,1.0,64,Unweighted,SIEM,1.0,0.0
1258,WT,1.0,64,Unweighted,SIEM,1.0,0.0
1259,rLRT,1.0,64,Unweighted,SIEM,1.0,0.0
1260,FET,0.0,73,Unweighted,SIEM,0.03,0.0017058722109231984
1261,LRT,0.0,73,Unweighted,SIEM,0.03,0.0017058722109231984
1262,MWW,0.0,73,Unweighted,SIEM,0.03,0.0017058722109231984
1263,PT,0.0,73,Unweighted,SIEM,0.05,0.0021794494717703367
1264,WT,0.0,73,Unweighted,SIEM,0.03,0.0017058722109231984
1265,rLRT,0.0,73,Unweighted,SIEM,0.03,0.0017058722109231984
1266,FET,0.111,73,Unweighted,SIEM,0.11,0.0031288975694324034
1267,LRT,0.111,73,Unweighted,SIEM,0.14,0.0034698703145794947
1268,MWW,0.111,73,Unweighted,SIEM,0.14,0.0034698703145794947
1269,PT,0.111,73,Unweighted,SIEM,0.11,0.0031288975694324034
1270,WT,0.111,73,Unweighted,SIEM,0.13,0.0033630343441600472
1271,rLRT,0.111,73,Unweighted,SIEM,0.14,0.0034698703145794947
1272,FET,0.222,73,Unweighted,SIEM,0.35,0.004769696007084728
1273,LRT,0.222,73,Unweighted,SIEM,0.35,0.004769696007084728
1274,MWW,0.222,73,Unweighted,SIEM,0.35,0.004769696007084728
1275,PT,0.222,73,Unweighted,SIEM,0.38,0.004853864439804639
1276,WT,0.222,73,Unweighted,SIEM,0.35,0.004769696007084728
1277,rLRT,0.222,73,Unweighted,SIEM,0.35,0.004769696007084728
1278,FET,0.333,73,Unweighted,SIEM,0.57,0.004950757517794624
1279,LRT,0.333,73,Unweighted,SIEM,0.59,0.004918333050943175
1280,MWW,0.333,73,Unweighted,SIEM,0.59,0.004918333050943175
1281,PT,0.333,73,Unweighted,SIEM,0.63,0.004828043081829324
1282,WT,0.333,73,Unweighted,SIEM,0.57,0.004950757517794624
1283,rLRT,0.333,73,Unweighted,SIEM,0.59,0.004918333050943175
1284,FET,0.444,73,Unweighted,SIEM,0.89,0.003128897569432403
1285,LRT,0.444,73,Unweighted,SIEM,0.89,0.003128897569432403
1286,MWW,0.444,73,Unweighted,SIEM,0.9,0.003
1287,PT,0.444,73,Unweighted,SIEM,0.9,0.003
1288,WT,0.444,73,Unweighted,SIEM,0.89,0.003128897569432403
1289,rLRT,0.444,73,Unweighted,SIEM,0.89,0.003128897569432403
1290,FET,0.556,73,Unweighted,SIEM,0.95,0.0021794494717703376
1291,LRT,0.556,73,Unweighted,SIEM,0.96,0.0019595917942265427
1292,MWW,0.556,73,Unweighted,SIEM,0.96,0.0019595917942265427
1293,PT,0.556,73,Unweighted,SIEM,0.95,0.0021794494717703376
1294,WT,0.556,73,Unweighted,SIEM,0.95,0.0021794494717703376
1295,rLRT,0.556,73,Unweighted,SIEM,0.96,0.0019595917942265427
1296,FET,0.667,73,Unweighted,SIEM,1.0,0.0
1297,LRT,0.667,73,Unweighted,SIEM,1.0,0.0
1298,MWW,0.667,73,Unweighted,SIEM,1.0,0.0
1299,PT,0.667,73,Unweighted,SIEM,1.0,0.0
1300,WT,0.667,73,Unweighted,SIEM,1.0,0.0
1301,rLRT,0.667,73,Unweighted,SIEM,1.0,0.0
1302,FET,0.778,73,Unweighted,SIEM,1.0,0.0
1303,LRT,0.778,73,Unweighted,SIEM,1.0,0.0
1304,MWW,0.778,73,Unweighted,SIEM,1.0,0.0
1305,PT,0.778,73,Unweighted,SIEM,1.0,0.0
1306,WT,0.778,73,Unweighted,SIEM,1.0,0.0
1307,rLRT,0.778,73,Unweighted,SIEM,1.0,0.0
1308,FET,0.889,73,Unweighted,SIEM,1.0,0.0
1309,LRT,0.889,73,Unweighted,SIEM,1.0,0.0
1310,MWW,0.889,73,Unweighted,SIEM,1.0,0.0
1311,PT,0.889,73,Unweighted,SIEM,1.0,0.0
1312,WT,0.889,73,Unweighted,SIEM,1.0,0.0
1313,rLRT,0.889,73,Unweighted,SIEM,1.0,0.0
1314,FET,1.0,73,Unweighted,SIEM,1.0,0.0
1315,LRT,1.0,73,Unweighted,SIEM,1.0,0.0
1316,MWW,1.0,73,Unweighted,SIEM,1.0,0.0
1317,PT,1.0,73,Unweighted,SIEM,1.0,0.0
1318,WT,1.0,73,Unweighted,SIEM,1.0,0.0
1319,rLRT,1.0,73,Unweighted,SIEM,1.0,0.0
1320,FET,0.0,82,Unweighted,SIEM,0.05,0.0021794494717703367
1321,LRT,0.0,82,Unweighted,SIEM,0.06,0.0023748684174075834
1322,MWW,0.0,82,Unweighted,SIEM,0.05,0.0021794494717703367
1323,PT,0.0,82,Unweighted,SIEM,0.06,0.0023748684174075834
1324,WT,0.0,82,Unweighted,SIEM,0.06,0.0023748684174075834
1325,rLRT,0.0,82,Unweighted,SIEM,0.06,0.0023748684174075834
1326,FET,0.111,82,Unweighted,SIEM,0.1,0.003
1327,LRT,0.111,82,Unweighted,SIEM,0.11,0.0031288975694324034
1328,MWW,0.111,82,Unweighted,SIEM,0.11,0.0031288975694324034
1329,PT,0.111,82,Unweighted,SIEM,0.1,0.003
1330,WT,0.111,82,Unweighted,SIEM,0.11,0.0031288975694324034
1331,rLRT,0.111,82,Unweighted,SIEM,0.11,0.0031288975694324034
1332,FET,0.222,82,Unweighted,SIEM,0.36,0.0048000000000000004
1333,LRT,0.222,82,Unweighted,SIEM,0.38,0.004853864439804639
1334,MWW,0.222,82,Unweighted,SIEM,0.38,0.004853864439804639
1335,PT,0.222,82,Unweighted,SIEM,0.36,0.0048
1336,WT,0.222,82,Unweighted,SIEM,0.37,0.004828043081829324
1337,rLRT,0.222,82,Unweighted,SIEM,0.38,0.004853864439804639
1338,FET,0.333,82,Unweighted,SIEM,0.66,0.004737087712930805
1339,LRT,0.333,82,Unweighted,SIEM,0.68,0.00466476151587624
1340,MWW,0.333,82,Unweighted,SIEM,0.68,0.00466476151587624
1341,PT,0.333,82,Unweighted,SIEM,0.71,0.004537620521815371
1342,WT,0.333,82,Unweighted,SIEM,0.66,0.004737087712930805
1343,rLRT,0.333,82,Unweighted,SIEM,0.68,0.00466476151587624
1344,FET,0.444,82,Unweighted,SIEM,0.84,0.0036660605559646724
1345,LRT,0.444,82,Unweighted,SIEM,0.84,0.0036660605559646724
1346,MWW,0.444,82,Unweighted,SIEM,0.85,0.0035707142142714253
1347,PT,0.444,82,Unweighted,SIEM,0.84,0.0036660605559646724
1348,WT,0.444,82,Unweighted,SIEM,0.84,0.0036660605559646724
1349,rLRT,0.444,82,Unweighted,SIEM,0.84,0.0036660605559646724
1350,FET,0.556,82,Unweighted,SIEM,0.97,0.0017058722109231984
1351,LRT,0.556,82,Unweighted,SIEM,0.98,0.0013999999999999998
1352,MWW,0.556,82,Unweighted,SIEM,0.98,0.0013999999999999998
1353,PT,0.556,82,Unweighted,SIEM,0.97,0.0017058722109231984
1354,WT,0.556,82,Unweighted,SIEM,0.97,0.0017058722109231984
1355,rLRT,0.556,82,Unweighted,SIEM,0.98,0.0013999999999999998
1356,FET,0.667,82,Unweighted,SIEM,1.0,0.0
1357,LRT,0.667,82,Unweighted,SIEM,1.0,0.0
1358,MWW,0.667,82,Unweighted,SIEM,1.0,0.0
1359,PT,0.667,82,Unweighted,SIEM,1.0,0.0
1360,WT,0.667,82,Unweighted,SIEM,1.0,0.0
1361,rLRT,0.667,82,Unweighted,SIEM,1.0,0.0
1362,FET,0.778,82,Unweighted,SIEM,1.0,0.0
1363,LRT,0.778,82,Unweighted,SIEM,1.0,0.0
1364,MWW,0.778,82,Unweighted,SIEM,1.0,0.0
1365,PT,0.778,82,Unweighted,SIEM,1.0,0.0
1366,WT,0.778,82,Unweighted,SIEM,1.0,0.0
1367,rLRT,0.778,82,Unweighted,SIEM,1.0,0.0
1368,FET,0.889,82,Unweighted,SIEM,1.0,0.0
1369,LRT,0.889,82,Unweighted,SIEM,1.0,0.0
1370,MWW,0.889,82,Unweighted,SIEM,1.0,0.0
1371,PT,0.889,82,Unweighted,SIEM,1.0,0.0
1372,WT,0.889,82,Unweighted,SIEM,1.0,0.0
1373,rLRT,0.889,82,Unweighted,SIEM,1.0,0.0
1374,FET,1.0,82,Unweighted,SIEM,1.0,0.0
1375,LRT,1.0,82,Unweighted,SIEM,1.0,0.0
1376,MWW,1.0,82,Unweighted,SIEM,1.0,0.0
1377,PT,1.0,82,Unweighted,SIEM,1.0,0.0
1378,WT,1.0,82,Unweighted,SIEM,1.0,0.0
1379,rLRT,1.0,82,Unweighted,SIEM,1.0,0.0
1380,FET,0.0,91,Unweighted,SIEM,0.06,0.0023748684174075834
1381,LRT,0.0,91,Unweighted,SIEM,0.06,0.0023748684174075834
1382,MWW,0.0,91,Unweighted,SIEM,0.06,0.0023748684174075834
1383,PT,0.0,91,Unweighted,SIEM,0.04,0.0019595917942265423
1384,WT,0.0,91,Unweighted,SIEM,0.06,0.0023748684174075834
1385,rLRT,0.0,91,Unweighted,SIEM,0.06,0.0023748684174075834
1386,FET,0.111,91,Unweighted,SIEM,0.12,0.0032496153618543837
1387,LRT,0.111,91,Unweighted,SIEM,0.14,0.0034698703145794947
1388,MWW,0.111,91,Unweighted,SIEM,0.13,0.0033630343441600472
1389,PT,0.111,91,Unweighted,SIEM,0.16,0.0036660605559646724
1390,WT,0.111,91,Unweighted,SIEM,0.13,0.0033630343441600472
1391,rLRT,0.111,91,Unweighted,SIEM,0.14,0.0034698703145794947
1392,FET,0.222,91,Unweighted,SIEM,0.44,0.004963869458396343
1393,LRT,0.222,91,Unweighted,SIEM,0.46,0.004983974317750844
1394,MWW,0.222,91,Unweighted,SIEM,0.46,0.004983974317750844
1395,PT,0.222,91,Unweighted,SIEM,0.5,0.005
1396,WT,0.222,91,Unweighted,SIEM,0.45,0.004974937185533101
1397,rLRT,0.222,91,Unweighted,SIEM,0.46,0.004983974317750844
1398,FET,0.333,91,Unweighted,SIEM,0.63,0.004828043081829324
1399,LRT,0.333,91,Unweighted,SIEM,0.64,0.0048
1400,MWW,0.333,91,Unweighted,SIEM,0.64,0.0048
1401,PT,0.333,91,Unweighted,SIEM,0.66,0.004737087712930805
1402,WT,0.333,91,Unweighted,SIEM,0.63,0.004828043081829324
1403,rLRT,0.333,91,Unweighted,SIEM,0.64,0.0048
1404,FET,0.444,91,Unweighted,SIEM,0.88,0.0032496153618543845
1405,LRT,0.444,91,Unweighted,SIEM,0.9,0.003
1406,MWW,0.444,91,Unweighted,SIEM,0.9,0.003
1407,PT,0.444,91,Unweighted,SIEM,0.91,0.0028618176042508377
1408,WT,0.444,91,Unweighted,SIEM,0.88,0.0032496153618543845
1409,rLRT,0.444,91,Unweighted,SIEM,0.9,0.003
1410,FET,0.556,91,Unweighted,SIEM,1.0,0.0
1411,LRT,0.556,91,Unweighted,SIEM,1.0,0.0
1412,MWW,0.556,91,Unweighted,SIEM,1.0,0.0
1413,PT,0.556,91,Unweighted,SIEM,1.0,0.0
1414,WT,0.556,91,Unweighted,SIEM,1.0,0.0
1415,rLRT,0.556,91,Unweighted,SIEM,1.0,0.0
1416,FET,0.667,91,Unweighted,SIEM,1.0,0.0
1417,LRT,0.667,91,Unweighted,SIEM,1.0,0.0
1418,MWW,0.667,91,Unweighted,SIEM,1.0,0.0
1419,PT,0.667,91,Unweighted,SIEM,1.0,0.0
1420,WT,0.667,91,Unweighted,SIEM,1.0,0.0
1421,rLRT,0.667,91,Unweighted,SIEM,1.0,0.0
1422,FET,0.778,91,Unweighted,SIEM,1.0,0.0
1423,LRT,0.778,91,Unweighted,SIEM,1.0,0.0
1424,MWW,0.778,91,Unweighted,SIEM,1.0,0.0
1425,PT,0.778,91,Unweighted,SIEM,1.0,0.0
1426,WT,0.778,91,Unweighted,SIEM,1.0,0.0
1427,rLRT,0.778,91,Unweighted,SIEM,1.0,0.0
1428,FET,0.889,91,Unweighted,SIEM,1.0,0.0
1429,LRT,0.889,91,Unweighted,SIEM,1.0,0.0
1430,MWW,0.889,91,Unweighted,SIEM,1.0,0.0
1431,PT,0.889,91,Unweighted,SIEM,1.0,0.0
1432,WT,0.889,91,Unweighted,SIEM,1.0,0.0
1433,rLRT,0.889,91,Unweighted,SIEM,1.0,0.0
1434,FET,1.0,91,Unweighted,SIEM,1.0,0.0
1435,LRT,1.0,91,Unweighted,SIEM,1.0,0.0
1436,MWW,1.0,91,Unweighted,SIEM,1.0,0.0
1437,PT,1.0,91,Unweighted,SIEM,1.0,0.0
1438,WT,1.0,91,Unweighted,SIEM,1.0,0.0
1439,rLRT,1.0,91,Unweighted,SIEM,1.0,0.0
1440,FET,0.0,100,Unweighted,SIEM,0.03,0.001705872210923198
1441,LRT,0.0,100,Unweighted,SIEM,0.04,0.0019595917942265423
1442,MWW,0.0,100,Unweighted,SIEM,0.04,0.0019595917942265423
1443,PT,0.0,100,Unweighted,SIEM,0.04,0.0019595917942265427
1444,WT,0.0,100,Unweighted,SIEM,0.04,0.0019595917942265423
1445,rLRT,0.0,100,Unweighted,SIEM,0.04,0.0019595917942265423
1446,FET,0.111,100,Unweighted,SIEM,0.13,0.0033630343441600472
1447,LRT,0.111,100,Unweighted,SIEM,0.16,0.003666060555964672
1448,MWW,0.111,100,Unweighted,SIEM,0.16,0.003666060555964672
1449,PT,0.111,100,Unweighted,SIEM,0.16,0.0036660605559646724
1450,WT,0.111,100,Unweighted,SIEM,0.14,0.0034698703145794947
1451,rLRT,0.111,100,Unweighted,SIEM,0.16,0.003666060555964672
1452,FET,0.222,100,Unweighted,SIEM,0.42,0.004935585071701228
1453,LRT,0.222,100,Unweighted,SIEM,0.43,0.004950757517794625
1454,MWW,0.222,100,Unweighted,SIEM,0.43,0.004950757517794625
1455,PT,0.222,100,Unweighted,SIEM,0.44,0.0049638694583963435
1456,WT,0.222,100,Unweighted,SIEM,0.43,0.004950757517794625
1457,rLRT,0.222,100,Unweighted,SIEM,0.43,0.004950757517794625
1458,FET,0.333,100,Unweighted,SIEM,0.75,0.004330127018922193
1459,LRT,0.333,100,Unweighted,SIEM,0.75,0.004330127018922193
1460,MWW,0.333,100,Unweighted,SIEM,0.75,0.004330127018922193
1461,PT,0.333,100,Unweighted,SIEM,0.74,0.004386342439892262
1462,WT,0.333,100,Unweighted,SIEM,0.75,0.004330127018922193
1463,rLRT,0.333,100,Unweighted,SIEM,0.75,0.004330127018922193
1464,FET,0.444,100,Unweighted,SIEM,0.99,0.00099498743710662
1465,LRT,0.444,100,Unweighted,SIEM,1.0,0.0
1466,MWW,0.444,100,Unweighted,SIEM,1.0,0.0
1467,PT,0.444,100,Unweighted,SIEM,1.0,0.0
1468,WT,0.444,100,Unweighted,SIEM,0.99,0.00099498743710662
1469,rLRT,0.444,100,Unweighted,SIEM,1.0,0.0
1470,FET,0.556,100,Unweighted,SIEM,0.99,0.00099498743710662
1471,LRT,0.556,100,Unweighted,SIEM,0.99,0.00099498743710662
1472,MWW,0.556,100,Unweighted,SIEM,0.99,0.00099498743710662
1473,PT,0.556,100,Unweighted,SIEM,0.99,0.00099498743710662
1474,WT,0.556,100,Unweighted,SIEM,0.99,0.00099498743710662
1475,rLRT,0.556,100,Unweighted,SIEM,0.99,0.00099498743710662
1476,FET,0.667,100,Unweighted,SIEM,1.0,0.0
1477,LRT,0.667,100,Unweighted,SIEM,1.0,0.0
1478,MWW,0.667,100,Unweighted,SIEM,1.0,0.0
1479,PT,0.667,100,Unweighted,SIEM,1.0,0.0
1480,WT,0.667,100,Unweighted,SIEM,1.0,0.0
1481,rLRT,0.667,100,Unweighted,SIEM,1.0,0.0
1482,FET,0.778,100,Unweighted,SIEM,1.0,0.0
1483,LRT,0.778,100,Unweighted,SIEM,1.0,0.0
1484,MWW,0.778,100,Unweighted,SIEM,1.0,0.0
1485,PT,0.778,100,Unweighted,SIEM,1.0,0.0
1486,WT,0.778,100,Unweighted,SIEM,1.0,0.0
1487,rLRT,0.778,100,Unweighted,SIEM,1.0,0.0
1488,FET,0.889,100,Unweighted,SIEM,1.0,0.0
1489,LRT,0.889,100,Unweighted,SIEM,1.0,0.0
1490,MWW,0.889,100,Unweighted,SIEM,1.0,0.0
1491,PT,0.889,100,Unweighted,SIEM,1.0,0.0
1492,WT,0.889,100,Unweighted,SIEM,1.0,0.0
1493,rLRT,0.889,100,Unweighted,SIEM,1.0,0.0
1494,FET,1.0,100,Unweighted,SIEM,1.0,0.0
1495,LRT,1.0,100,Unweighted,SIEM,1.0,0.0
1496,MWW,1.0,100,Unweighted,SIEM,1.0,0.0
1497,PT,1.0,100,Unweighted,SIEM,1.0,0.0
1498,WT,1.0,100,Unweighted,SIEM,1.0,0.0
1499,rLRT,1.0,100,Unweighted,SIEM,1.0,0.0
2100,FET,0.0,20,Unweighted,nSBM,0.04,0.0019595917942265427
2101,LRT,0.0,20,Unweighted,nSBM,0.77,0.004208325082500163
2102,MWW,0.0,20,Unweighted,nSBM,0.05,0.0021794494717703367
2103,PT,0.0,20,Unweighted,nSBM,0.05,0.0021794494717703367
2104,WT,0.0,20,Unweighted,nSBM,0.05,0.0021794494717703367
2105,rLRT,0.0,20,Unweighted,nSBM,0.77,0.004208325082500163
2106,FET,0.111,20,Unweighted,nSBM,0.18,0.0038418745424597094
2107,LRT,0.111,20,Unweighted,nSBM,0.48,0.0049959983987187175
2108,MWW,0.111,20,Unweighted,nSBM,0.19,0.003923009049186606
2109,PT,0.111,20,Unweighted,nSBM,0.19,0.003923009049186607
2110,WT,0.111,20,Unweighted,nSBM,0.19,0.003923009049186606
2111,rLRT,0.111,20,Unweighted,nSBM,0.48,0.0049959983987187175
2112,FET,0.222,20,Unweighted,nSBM,0.52,0.0049959983987187175
2113,LRT,0.222,20,Unweighted,nSBM,0.2,0.004
2114,MWW,0.222,20,Unweighted,nSBM,0.54,0.004983974317750844
2115,PT,0.222,20,Unweighted,nSBM,0.55,0.0049749371855331
2116,WT,0.222,20,Unweighted,nSBM,0.54,0.004983974317750844
2117,rLRT,0.222,20,Unweighted,nSBM,0.2,0.004
2118,FET,0.333,20,Unweighted,nSBM,0.76,0.004270831300812525
2119,LRT,0.333,20,Unweighted,nSBM,0.1,0.003
2120,MWW,0.333,20,Unweighted,nSBM,0.79,0.004073082370883261
2121,PT,0.333,20,Unweighted,nSBM,0.77,0.004208325082500163
2122,WT,0.333,20,Unweighted,nSBM,0.79,0.004073082370883261
2123,rLRT,0.333,20,Unweighted,nSBM,0.1,0.003
2124,FET,0.444,20,Unweighted,nSBM,0.98,0.0013999999999999998
2125,LRT,0.444,20,Unweighted,nSBM,0.04,0.0019595917942265423
2126,MWW,0.444,20,Unweighted,nSBM,0.99,0.00099498743710662
2127,PT,0.444,20,Unweighted,nSBM,0.99,0.00099498743710662
2128,WT,0.444,20,Unweighted,nSBM,0.99,0.00099498743710662
2129,rLRT,0.444,20,Unweighted,nSBM,0.04,0.0019595917942265423
2130,FET,0.556,20,Unweighted,nSBM,1.0,0.0
2131,LRT,0.556,20,Unweighted,nSBM,0.1,0.003
2132,MWW,0.556,20,Unweighted,nSBM,1.0,0.0
2133,PT,0.556,20,Unweighted,nSBM,1.0,0.0
2134,WT,0.556,20,Unweighted,nSBM,1.0,0.0
2135,rLRT,0.556,20,Unweighted,nSBM,0.1,0.003
2136,FET,0.667,20,Unweighted,nSBM,1.0,0.0
2137,LRT,0.667,20,Unweighted,nSBM,0.2,0.004
2138,MWW,0.667,20,Unweighted,nSBM,1.0,0.0
2139,PT,0.667,20,Unweighted,nSBM,1.0,0.0
2140,WT,0.667,20,Unweighted,nSBM,1.0,0.0
2141,rLRT,0.667,20,Unweighted,nSBM,0.21,0.004073082370883261
2142,FET,0.778,20,Unweighted,nSBM,1.0,0.0
