,Test,Effect_Size,n,Weighting,Simulation,power,power_stderr
3263,rLRT,0.333,56,Unweighted,rSBM,0.78,0.004142463035441597
3264,FET,0.444,56,Unweighted,rSBM,0.93,0.0025514701644346145
3265,LRT,0.444,56,Unweighted,rSBM,0.94,0.0023748684174075834
3266,MWW,0.444,56,Unweighted,rSBM,0.94,0.0023748684174075834
3267,PT,0.444,56,Unweighted,rSBM,0.94,0.0023748684174075834
3268,WT,0.444,56,Unweighted,rSBM,0.94,0.0023748684174075834
3269,rLRT,0.444,56,Unweighted,rSBM,0.94,0.0023748684174075834
3270,FET,0.556,56,Unweighted,rSBM,1.0,0.0
3271,LRT,0.556,56,Unweighted,rSBM,1.0,0.0
3272,MWW,0.556,56,Unweighted,rSBM,1.0,0.0
3273,PT,0.556,56,Unweighted,rSBM,1.0,0.0
3274,WT,0.556,56,Unweighted,rSBM,1.0,0.0
3275,rLRT,0.556,56,Unweighted,rSBM,1.0,0.0
3276,FET,0.667,56,Unweighted,rSBM,1.0,0.0
3277,LRT,0.667,56,Unweighted,rSBM,1.0,0.0
3278,MWW,0.667,56,Unweighted,rSBM,1.0,0.0
3279,PT,0.667,56,Unweighted,rSBM,1.0,0.0
3280,WT,0.667,56,Unweighted,rSBM,1.0,0.0
3281,rLRT,0.667,56,Unweighted,rSBM,1.0,0.0
3282,FET,0.778,56,Unweighted,rSBM,1.0,0.0
3283,LRT,0.778,56,Unweighted,rSBM,1.0,0.0
3284,MWW,0.778,56,Unweighted,rSBM,1.0,0.0
3285,PT,0.778,56,Unweighted,rSBM,1.0,0.0
3286,WT,0.778,56,Unweighted,rSBM,1.0,0.0
3287,rLRT,0.778,56,Unweighted,rSBM,1.0,0.0
3288,FET,0.889,56,Unweighted,rSBM,1.0,0.0
3289,LRT,0.889,56,Unweighted,rSBM,1.0,0.0
3290,MWW,0.889,56,Unweighted,rSBM,1.0,0.0
3291,PT,0.889,56,Unweighted,rSBM,1.0,0.0
3292,WT,0.889,56,Unweighted,rSBM,1.0,0.0
3293,rLRT,0.889,56,Unweighted,rSBM,1.0,0.0
3294,FET,1.0,56,Unweighted,rSBM,1.0,0.0
3295,LRT,1.0,56,Unweighted,rSBM,1.0,0.0
3296,MWW,1.0,56,Unweighted,rSBM,1.0,0.0
3297,PT,1.0,56,Unweighted,rSBM,1.0,0.0
3298,WT,1.0,56,Unweighted,rSBM,1.0,0.0
3299,rLRT,1.0,56,Unweighted,rSBM,1.0,0.0
3300,FET,0.0,64,Unweighted,rSBM,0.0,0.0
3301,LRT,0.0,64,Unweighted,rSBM,0.0,0.0
3302,MWW,0.0,64,Unweighted,rSBM,0.0,0.0
3303,PT,0.0,64,Unweighted,rSBM,0.01,0.00099498743710662
3304,WT,0.0,64,Unweighted,rSBM,0.0,0.0
3305,rLRT,0.0,64,Unweighted,rSBM,0.01,0.00099498743710662
3306,FET,0.111,64,Unweighted,rSBM,0.07,0.0025514701644346145
3307,LRT,0.111,64,Unweighted,rSBM,0.08,0.002712931993250107
3308,MWW,0.111,64,Unweighted,rSBM,0.08,0.002712931993250107
3309,PT,0.111,64,Unweighted,rSBM,0.1,0.003
3310,WT,0.111,64,Unweighted,rSBM,0.08,0.002712931993250107
3311,rLRT,0.111,64,Unweighted,rSBM,0.11,0.0031288975694324034
3312,FET,0.222,64,Unweighted,rSBM,0.45,0.004974937185533101
3313,LRT,0.222,64,Unweighted,rSBM,0.49,0.004998999899979995
3314,MWW,0.222,64,Unweighted,rSBM,0.49,0.004998999899979995
3315,PT,0.222,64,Unweighted,rSBM,0.47,0.004990991885387112
3316,WT,0.222,64,Unweighted,rSBM,0.49,0.004998999899979995
3317,rLRT,0.222,64,Unweighted,rSBM,0.49,0.004998999899979995
3318,FET,0.333,64,Unweighted,rSBM,0.87,0.0033630343441600472
3319,LRT,0.333,64,Unweighted,rSBM,0.87,0.0033630343441600472
3320,MWW,0.333,64,Unweighted,rSBM,0.87,0.0033630343441600472
3321,PT,0.333,64,Unweighted,rSBM,0.89,0.0031288975694324034
3322,WT,0.333,64,Unweighted,rSBM,0.87,0.0033630343441600472
3323,rLRT,0.333,64,Unweighted,rSBM,0.88,0.0032496153618543845
3324,FET,0.444,64,Unweighted,rSBM,0.99,0.00099498743710662
3325,LRT,0.444,64,Unweighted,rSBM,0.99,0.00099498743710662
3326,MWW,0.444,64,Unweighted,rSBM,0.99,0.00099498743710662
3327,PT,0.444,64,Unweighted,rSBM,0.98,0.0013999999999999996
3328,WT,0.444,64,Unweighted,rSBM,0.99,0.00099498743710662
3329,rLRT,0.444,64,Unweighted,rSBM,0.99,0.00099498743710662
3330,FET,0.556,64,Unweighted,rSBM,1.0,0.0
3331,LRT,0.556,64,Unweighted,rSBM,1.0,0.0
3332,MWW,0.556,64,Unweighted,rSBM,1.0,0.0
3333,PT,0.556,64,Unweighted,rSBM,1.0,0.0
3334,WT,0.556,64,Unweighted,rSBM,1.0,0.0
3335,rLRT,0.556,64,Unweighted,rSBM,1.0,0.0
3336,FET,0.667,64,Unweighted,rSBM,1.0,0.0
3337,LRT,0.667,64,Unweighted,rSBM,1.0,0.0
3338,MWW,0.667,64,Unweighted,rSBM,1.0,0.0
3339,PT,0.667,64,Unweighted,rSBM,1.0,0.0
3340,WT,0.667,64,Unweighted,rSBM,1.0,0.0
3341,rLRT,0.667,64,Unweighted,rSBM,1.0,0.0
3342,FET,0.778,64,Unweighted,rSBM,1.0,0.0
3343,LRT,0.778,64,Unweighted,rSBM,1.0,0.0
3344,MWW,0.778,64,Unweighted,rSBM,1.0,0.0
3345,PT,0.778,64,Unweighted,rSBM,1.0,0.0
3346,WT,0.778,64,Unweighted,rSBM,1.0,0.0
3347,rLRT,0.778,64,Unweighted,rSBM,1.0,0.0
3348,FET,0.889,64,Unweighted,rSBM,1.0,0.0
3349,LRT,0.889,64,Unweighted,rSBM,1.0,0.0
3350,MWW,0.889,64,Unweighted,rSBM,1.0,0.0
3351,PT,0.889,64,Unweighted,rSBM,1.0,0.0
3352,WT,0.889,64,Unweighted,rSBM,1.0,0.0
3353,rLRT,0.889,64,Unweighted,rSBM,1.0,0.0
3354,FET,1.0,64,Unweighted,rSBM,1.0,0.0
3355,LRT,1.0,64,Unweighted,rSBM,1.0,0.0
3356,MWW,1.0,64,Unweighted,rSBM,1.0,0.0
3357,PT,1.0,64,Unweighted,rSBM,1.0,0.0
3358,WT,1.0,64,Unweighted,rSBM,1.0,0.0
3359,rLRT,1.0,64,Unweighted,rSBM,1.0,0.0
3360,FET,0.0,73,Unweighted,rSBM,0.01,0.00099498743710662
3361,LRT,0.0,73,Unweighted,rSBM,0.01,0.00099498743710662
3362,MWW,0.0,73,Unweighted,rSBM,0.01,0.00099498743710662
3363,PT,0.0,73,Unweighted,rSBM,0.01,0.00099498743710662
3364,WT,0.0,73,Unweighted,rSBM,0.01,0.00099498743710662
3365,rLRT,0.0,73,Unweighted,rSBM,0.01,0.00099498743710662
3366,FET,0.111,73,Unweighted,rSBM,0.08,0.002712931993250107
3367,LRT,0.111,73,Unweighted,rSBM,0.09,0.0028618176042508377
3368,MWW,0.111,73,Unweighted,rSBM,0.09,0.0028618176042508377
3369,PT,0.111,73,Unweighted,rSBM,0.09,0.0028618176042508377
3370,WT,0.111,73,Unweighted,rSBM,0.09,0.0028618176042508377
3371,rLRT,0.111,73,Unweighted,rSBM,0.11,0.0031288975694324034
3372,FET,0.222,73,Unweighted,rSBM,0.65,0.004769696007084728
3373,LRT,0.222,73,Unweighted,rSBM,0.65,0.004769696007084728
3374,MWW,0.222,73,Unweighted,rSBM,0.65,0.004769696007084728
3375,PT,0.222,73,Unweighted,rSBM,0.61,0.0048774993593028795
3376,WT,0.222,73,Unweighted,rSBM,0.65,0.004769696007084728
3377,rLRT,0.222,73,Unweighted,rSBM,0.62,0.004853864439804639
3378,FET,0.333,73,Unweighted,rSBM,0.94,0.0023748684174075834
3379,LRT,0.333,73,Unweighted,rSBM,0.94,0.0023748684174075834
3380,MWW,0.333,73,Unweighted,rSBM,0.94,0.0023748684174075834
3381,PT,0.333,73,Unweighted,rSBM,0.95,0.0021794494717703376
3382,WT,0.333,73,Unweighted,rSBM,0.94,0.0023748684174075834
3383,rLRT,0.333,73,Unweighted,rSBM,0.92,0.002712931993250107
3384,FET,0.444,73,Unweighted,rSBM,0.99,0.00099498743710662
3385,LRT,0.444,73,Unweighted,rSBM,0.99,0.00099498743710662
3386,MWW,0.444,73,Unweighted,rSBM,0.99,0.00099498743710662
3387,PT,0.444,73,Unweighted,rSBM,0.99,0.00099498743710662
3388,WT,0.444,73,Unweighted,rSBM,0.99,0.00099498743710662
3389,rLRT,0.444,73,Unweighted,rSBM,0.99,0.00099498743710662
3390,FET,0.556,73,Unweighted,rSBM,1.0,0.0
3391,LRT,0.556,73,Unweighted,rSBM,1.0,0.0
3392,MWW,0.556,73,Unweighted,rSBM,1.0,0.0
3393,PT,0.556,73,Unweighted,rSBM,1.0,0.0
3394,WT,0.556,73,Unweighted,rSBM,1.0,0.0
3395,rLRT,0.556,73,Unweighted,rSBM,1.0,0.0
3396,FET,0.667,73,Unweighted,rSBM,1.0,0.0
3397,LRT,0.667,73,Unweighted,rSBM,1.0,0.0
3398,MWW,0.667,73,Unweighted,rSBM,1.0,0.0
3399,PT,0.667,73,Unweighted,rSBM,1.0,0.0
3400,WT,0.667,73,Unweighted,rSBM,1.0,0.0
3401,rLRT,0.667,73,Unweighted,rSBM,1.0,0.0
3402,FET,0.778,73,Unweighted,rSBM,1.0,0.0
3403,LRT,0.778,73,Unweighted,rSBM,1.0,0.0
3404,MWW,0.778,73,Unweighted,rSBM,1.0,0.0
3405,PT,0.778,73,Unweighted,rSBM,1.0,0.0
3406,WT,0.778,73,Unweighted,rSBM,1.0,0.0
3407,rLRT,0.778,73,Unweighted,rSBM,1.0,0.0
3408,FET,0.889,73,Unweighted,rSBM,1.0,0.0
3409,LRT,0.889,73,Unweighted,rSBM,1.0,0.0
3410,MWW,0.889,73,Unweighted,rSBM,1.0,0.0
3411,PT,0.889,73,Unweighted,rSBM,1.0,0.0
3412,WT,0.889,73,Unweighted,rSBM,1.0,0.0
3413,rLRT,0.889,73,Unweighted,rSBM,1.0,0.0
3414,FET,1.0,73,Unweighted,rSBM,1.0,0.0
3415,LRT,1.0,73,Unweighted,rSBM,1.0,0.0
3416,MWW,1.0,73,Unweighted,rSBM,1.0,0.0
3417,PT,1.0,73,Unweighted,rSBM,1.0,0.0
3418,WT,1.0,73,Unweighted,rSBM,1.0,0.0
3419,rLRT,1.0,73,Unweighted,rSBM,1.0,0.0
3420,FET,0.0,82,Unweighted,rSBM,0.01,0.00099498743710662
3421,LRT,0.0,82,Unweighted,rSBM,0.02,0.0013999999999999998
3422,MWW,0.0,82,Unweighted,rSBM,0.02,0.0013999999999999998
3423,PT,0.0,82,Unweighted,rSBM,0.02,0.0013999999999999998
3424,WT,0.0,82,Unweighted,rSBM,0.02,0.0013999999999999998
3425,rLRT,0.0,82,Unweighted,rSBM,0.01,0.00099498743710662
3426,FET,0.111,82,Unweighted,rSBM,0.12,0.0032496153618543837
3427,LRT,0.111,82,Unweighted,rSBM,0.13,0.0033630343441600472
3428,MWW,0.111,82,Unweighted,rSBM,0.13,0.0033630343441600472
3429,PT,0.111,82,Unweighted,rSBM,0.13,0.0033630343441600472
3430,WT,0.111,82,Unweighted,rSBM,0.13,0.0033630343441600472
3431,rLRT,0.111,82,Unweighted,rSBM,0.12,0.0032496153618543837
3432,FET,0.222,82,Unweighted,rSBM,0.78,0.004142463035441596
3433,LRT,0.222,82,Unweighted,rSBM,0.8,0.004
3434,MWW,0.222,82,Unweighted,rSBM,0.8,0.004
3435,PT,0.222,82,Unweighted,rSBM,0.83,0.00375632799419859
3436,WT,0.222,82,Unweighted,rSBM,0.8,0.004
3437,rLRT,0.222,82,Unweighted,rSBM,0.8,0.004
3438,FET,0.333,82,Unweighted,rSBM,0.94,0.0023748684174075834
3439,LRT,0.333,82,Unweighted,rSBM,0.95,0.0021794494717703376
3440,MWW,0.333,82,Unweighted,rSBM,0.95,0.0021794494717703376
3441,PT,0.333,82,Unweighted,rSBM,0.93,0.002551470164434615
3442,WT,0.333,82,Unweighted,rSBM,0.95,0.0021794494717703376
3443,rLRT,0.333,82,Unweighted,rSBM,0.94,0.0023748684174075834
3444,FET,0.444,82,Unweighted,rSBM,1.0,0.0
3445,LRT,0.444,82,Unweighted,rSBM,1.0,0.0
3446,MWW,0.444,82,Unweighted,rSBM,1.0,0.0
3447,PT,0.444,82,Unweighted,rSBM,1.0,0.0
3448,WT,0.444,82,Unweighted,rSBM,1.0,0.0
3449,rLRT,0.444,82,Unweighted,rSBM,1.0,0.0
3450,FET,0.556,82,Unweighted,rSBM,1.0,0.0
3451,LRT,0.556,82,Unweighted,rSBM,1.0,0.0
3452,MWW,0.556,82,Unweighted,rSBM,1.0,0.0
3453,PT,0.556,82,Unweighted,rSBM,1.0,0.0
3454,WT,0.556,82,Unweighted,rSBM,1.0,0.0
3455,rLRT,0.556,82,Unweighted,rSBM,1.0,0.0
3456,FET,0.667,82,Unweighted,rSBM,1.0,0.0
3457,LRT,0.667,82,Unweighted,rSBM,1.0,0.0
3458,MWW,0.667,82,Unweighted,rSBM,1.0,0.0
3459,PT,0.667,82,Unweighted,rSBM,1.0,0.0
3460,WT,0.667,82,Unweighted,rSBM,1.0,0.0
3461,rLRT,0.667,82,Unweighted,rSBM,1.0,0.0
3462,FET,0.778,82,Unweighted,rSBM,1.0,0.0
3463,LRT,0.778,82,Unweighted,rSBM,1.0,0.0
3464,MWW,0.778,82,Unweighted,rSBM,1.0,0.0
3465,PT,0.778,82,Unweighted,rSBM,1.0,0.0
3466,WT,0.778,82,Unweighted,rSBM,1.0,0.0
3467,rLRT,0.778,82,Unweighted,rSBM,1.0,0.0
3468,FET,0.889,82,Unweighted,rSBM,1.0,0.0
3469,LRT,0.889,82,Unweighted,rSBM,1.0,0.0
3470,MWW,0.889,82,Unweighted,rSBM,1.0,0.0
3471,PT,0.889,82,Unweighted,rSBM,1.0,0.0
3472,WT,0.889,82,Unweighted,rSBM,1.0,0.0
3473,rLRT,0.889,82,Unweighted,rSBM,1.0,0.0
3474,FET,1.0,82,Unweighted,rSBM,1.0,0.0
3475,LRT,1.0,82,Unweighted,rSBM,1.0,0.0
3476,MWW,1.0,82,Unweighted,rSBM,1.0,0.0
3477,PT,1.0,82,Unweighted,rSBM,1.0,0.0
3478,WT,1.0,82,Unweighted,rSBM,1.0,0.0
3479,rLRT,1.0,82,Unweighted,rSBM,1.0,0.0
3480,FET,0.0,91,Unweighted,rSBM,0.01,0.00099498743710662
3481,LRT,0.0,91,Unweighted,rSBM,0.01,0.00099498743710662
3482,MWW,0.0,91,Unweighted,rSBM,0.01,0.00099498743710662
3483,PT,0.0,91,Unweighted,rSBM,0.01,0.00099498743710662
3484,WT,0.0,91,Unweighted,rSBM,0.01,0.00099498743710662
3485,rLRT,0.0,91,Unweighted,rSBM,0.01,0.00099498743710662
3486,FET,0.111,91,Unweighted,rSBM,0.2,0.004
3487,LRT,0.111,91,Unweighted,rSBM,0.2,0.004
3488,MWW,0.111,91,Unweighted,rSBM,0.2,0.004
3489,PT,0.111,91,Unweighted,rSBM,0.21,0.00407308237088326
3490,WT,0.111,91,Unweighted,rSBM,0.2,0.004
3491,rLRT,0.111,91,Unweighted,rSBM,0.21,0.00407308237088326
3492,FET,0.222,91,Unweighted,rSBM,0.86,0.0034698703145794947
3493,LRT,0.222,91,Unweighted,rSBM,0.86,0.0034698703145794947
3494,MWW,0.222,91,Unweighted,rSBM,0.86,0.0034698703145794947
3495,PT,0.222,91,Unweighted,rSBM,0.87,0.0033630343441600472
3496,WT,0.222,91,Unweighted,rSBM,0.86,0.0034698703145794947
3497,rLRT,0.222,91,Unweighted,rSBM,0.85,0.003570714214271425
3498,FET,0.333,91,Unweighted,rSBM,0.99,0.00099498743710662
3499,LRT,0.333,91,Unweighted,rSBM,0.99,0.00099498743710662
3500,MWW,0.333,91,Unweighted,rSBM,0.99,0.00099498743710662
3501,PT,0.333,91,Unweighted,rSBM,1.0,0.0
3502,WT,0.333,91,Unweighted,rSBM,0.99,0.00099498743710662
3503,rLRT,0.333,91,Unweighted,rSBM,1.0,0.0
3504,FET,0.444,91,Unweighted,rSBM,1.0,0.0
3505,LRT,0.444,91,Unweighted,rSBM,1.0,0.0
3506,MWW,0.444,91,Unweighted,rSBM,1.0,0.0
3507,PT,0.444,91,Unweighted,rSBM,1.0,0.0
3508,WT,0.444,91,Unweighted,rSBM,1.0,0.0
3509,rLRT,0.444,91,Unweighted,rSBM,1.0,0.0
3510,FET,0.556,91,Unweighted,rSBM,1.0,0.0
3511,LRT,0.556,91,Unweighted,rSBM,1.0,0.0
3512,MWW,0.556,91,Unweighted,rSBM,1.0,0.0
3513,PT,0.556,91,Unweighted,rSBM,1.0,0.0
3514,WT,0.556,91,Unweighted,rSBM,1.0,0.0
3515,rLRT,0.556,91,Unweighted,rSBM,1.0,0.0
3516,FET,0.667,91,Unweighted,rSBM,1.0,0.0
3517,LRT,0.667,91,Unweighted,rSBM,1.0,0.0
3518,MWW,0.667,91,Unweighted,rSBM,1.0,0.0
3519,PT,0.667,91,Unweighted,rSBM,1.0,0.0
3520,WT,0.667,91,Unweighted,rSBM,1.0,0.0
3521,rLRT,0.667,91,Unweighted,rSBM,1.0,0.0
3522,FET,0.778,91,Unweighted,rSBM,1.0,0.0
3523,LRT,0.778,91,Unweighted,rSBM,1.0,0.0
3524,MWW,0.778,91,Unweighted,rSBM,1.0,0.0
3525,PT,0.778,91,Unweighted,rSBM,1.0,0.0
3526,WT,0.778,91,Unweighted,rSBM,1.0,0.0
3527,rLRT,0.778,91,Unweighted,rSBM,1.0,0.0
3528,FET,0.889,91,Unweighted,rSBM,1.0,0.0
3529,LRT,0.889,91,Unweighted,rSBM,1.0,0.0
3530,MWW,0.889,91,Unweighted,rSBM,1.0,0.0
3531,PT,0.889,91,Unweighted,rSBM,1.0,0.0
3532,WT,0.889,91,Unweighted,rSBM,1.0,0.0
3533,rLRT,0.889,91,Unweighted,rSBM,1.0,0.0
3534,FET,1.0,91,Unweighted,rSBM,1.0,0.0
3535,LRT,1.0,91,Unweighted,rSBM,1.0,0.0
3536,MWW,1.0,91,Unweighted,rSBM,1.0,0.0
3537,PT,1.0,91,Unweighted,rSBM,1.0,0.0
3538,WT,1.0,91,Unweighted,rSBM,1.0,0.0
3539,rLRT,1.0,91,Unweighted,rSBM,1.0,0.0
3540,FET,0.0,100,Unweighted,rSBM,0.01,0.00099498743710662
3541,LRT,0.0,100,Unweighted,rSBM,0.01,0.00099498743710662
3542,MWW,0.0,100,Unweighted,rSBM,0.01,0.00099498743710662
3543,PT,0.0,100,Unweighted,rSBM,0.01,0.00099498743710662
3544,WT,0.0,100,Unweighted,rSBM,0.01,0.00099498743710662
3545,rLRT,0.0,100,Unweighted,rSBM,0.01,0.00099498743710662
3546,FET,0.111,100,Unweighted,rSBM,0.33,0.004702127178203498
3547,LRT,0.111,100,Unweighted,rSBM,0.38,0.004853864439804639
3548,MWW,0.111,100,Unweighted,rSBM,0.38,0.004853864439804639
3549,PT,0.111,100,Unweighted,rSBM,0.35,0.004769696007084728
3550,WT,0.111,100,Unweighted,rSBM,0.38,0.004853864439804639
3551,rLRT,0.111,100,Unweighted,rSBM,0.35,0.004769696007084728
3552,FET,0.222,100,Unweighted,rSBM,0.87,0.003363034344160047
3553,LRT,0.222,100,Unweighted,rSBM,0.88,0.0032496153618543837
3554,MWW,0.222,100,Unweighted,rSBM,0.88,0.0032496153618543837
3555,PT,0.222,100,Unweighted,rSBM,0.85,0.0035707142142714253
3556,WT,0.222,100,Unweighted,rSBM,0.88,0.0032496153618543837
3557,rLRT,0.222,100,Unweighted,rSBM,0.88,0.0032496153618543837
3558,FET,0.333,100,Unweighted,rSBM,1.0,0.0
3559,LRT,0.333,100,Unweighted,rSBM,1.0,0.0
3560,MWW,0.333,100,Unweighted,rSBM,1.0,0.0
3561,PT,0.333,100,Unweighted,rSBM,1.0,0.0
3562,WT,0.333,100,Unweighted,rSBM,1.0,0.0
3563,rLRT,0.333,100,Unweighted,rSBM,1.0,0.0
3564,FET,0.444,100,Unweighted,rSBM,1.0,0.0
3565,LRT,0.444,100,Unweighted,rSBM,1.0,0.0
3566,MWW,0.444,100,Unweighted,rSBM,1.0,0.0
3567,PT,0.444,100,Unweighted,rSBM,1.0,0.0
3568,WT,0.444,100,Unweighted,rSBM,1.0,0.0
3569,rLRT,0.444,100,Unweighted,rSBM,1.0,0.0
3570,FET,0.556,100,Unweighted,rSBM,1.0,0.0
3571,LRT,0.556,100,Unweighted,rSBM,1.0,0.0
3572,MWW,0.556,100,Unweighted,rSBM,1.0,0.0
3573,PT,0.556,100,Unweighted,rSBM,1.0,0.0
3574,WT,0.556,100,Unweighted,rSBM,1.0,0.0
3575,rLRT,0.556,100,Unweighted,rSBM,1.0,0.0
3576,FET,0.667,100,Unweighted,rSBM,1.0,0.0
3577,LRT,0.667,100,Unweighted,rSBM,1.0,0.0
3578,MWW,0.667,100,Unweighted,rSBM,1.0,0.0
3579,PT,0.667,100,Unweighted,rSBM,1.0,0.0
3580,WT,0.667,100,Unweighted,rSBM,1.0,0.0
3581,rLRT,0.667,100,Unweighted,rSBM,1.0,0.0
3582,FET,0.778,100,Unweighted,rSBM,1.0,0.0
3583,LRT,0.778,100,Unweighted,rSBM,1.0,0.0
3584,MWW,0.778,100,Unweighted,rSBM,1.0,0.0
3585,PT,0.778,100,Unweighted,rSBM,1.0,0.0
3586,WT,0.778,100,Unweighted,rSBM,1.0,0.0
3587,rLRT,0.778,100,Unweighted,rSBM,1.0,0.0
3588,FET,0.889,100,Unweighted,rSBM,1.0,0.0
3589,LRT,0.889,100,Unweighted,rSBM,1.0,0.0
3590,MWW,0.889,100,Unweighted,rSBM,1.0,0.0
3591,PT,0.889,100,Unweighted,rSBM,1.0,0.0
3592,WT,0.889,100,Unweighted,rSBM,1.0,0.0
3593,rLRT,0.889,100,Unweighted,rSBM,1.0,0.0
3594,FET,1.0,100,Unweighted,rSBM,1.0,0.0
3595,LRT,1.0,100,Unweighted,rSBM,1.0,0.0
3596,MWW,1.0,100,Unweighted,rSBM,1.0,0.0
3597,PT,1.0,100,Unweighted,rSBM,1.0,0.0
3598,WT,1.0,100,Unweighted,rSBM,1.0,0.0
3599,rLRT,1.0,100,Unweighted,rSBM,1.0,0.0
