m,p,delta,omni_power_mgc_1,omni_power_hotelling_1,omni_power_mgc_20,omni_power_hotelling_20,mase_power_mgc_1,mase_power_hotelling_1,mase_power_mgc_20,mase_power_hotelling_20
35,0.5,0.35000000000000003,0.16,0.4,0.0,0.0,0.04,0.1,0.04,0.08
35,0.5,0.39,0.26,0.58,0.02,0.0,0.08,0.2,0.02,0.14
35,0.5,0.43,0.36,0.8,0.0,0.02,0.06,0.2,0.06,0.14
35,0.5,0.47,0.42,0.8,0.0,0.0,0.06,0.38,0.06,0.3
35,0.5,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.0
35,0.5,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
35,0.5,0.08,0.0,0.0,0.02,0.0,0.02,0.04,0.02,0.02
35,0.5,0.12,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
35,0.5,0.16,0.0,0.02,0.02,0.0,0.02,0.02,0.06,0.08
35,0.5,0.2,0.0,0.06,0.0,0.0,0.0,0.02,0.02,0.06
35,0.5,0.24,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04
35,0.5,0.28,0.0,0.1,0.0,0.0,0.06,0.08,0.02,0.12
35,0.5,0.32,0.1,0.26,0.0,0.0,0.0,0.04,0.0,0.08
35,0.5,0.36,0.1,0.3,0.0,0.0,0.02,0.04,0.02,0.1
35,0.5,0.4,0.18,0.54,0.0,0.0,0.08,0.2,0.0,0.1
35,0.5,0.44,0.46,0.72,0.0,0.0,0.08,0.28,0.06,0.24
35,0.5,0.48,0.48,0.78,0.0,0.0,0.08,0.36,0.08,0.26
35,0.5,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
35,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
35,0.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
35,0.5,0.13,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0
35,0.5,0.17,0.0,0.06,0.0,0.0,0.04,0.04,0.02,0.02
35,0.5,0.21,0.02,0.08,0.02,0.02,0.0,0.04,0.02,0.0
35,0.5,0.25,0.06,0.12,0.04,0.02,0.0,0.02,0.0,0.02
35,0.5,0.29,0.12,0.3,0.0,0.0,0.0,0.02,0.0,0.02
35,0.5,0.33,0.14,0.3,0.0,0.02,0.0,0.06,0.06,0.08
35,0.5,0.37,0.1,0.42,0.0,0.0,0.02,0.12,0.0,0.12
35,0.5,0.41,0.24,0.52,0.0,0.0,0.06,0.26,0.02,0.12
35,0.5,0.45,0.28,0.66,0.0,0.0,0.08,0.24,0.14,0.32
35,0.5,0.49,0.52,0.78,0.02,0.0,0.16,0.4,0.08,0.4
40,0.5,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0
40,0.5,0.07,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
40,0.5,0.11,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
40,0.5,0.15,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.02
40,0.5,0.19,0.06,0.08,0.0,0.0,0.02,0.0,0.04,0.0
40,0.5,0.23,0.06,0.1,0.0,0.0,0.02,0.06,0.0,0.02
40,0.5,0.27,0.08,0.28,0.0,0.0,0.0,0.06,0.02,0.04
40,0.5,0.31,0.04,0.2,0.0,0.0,0.02,0.12,0.04,0.1
40,0.5,0.35000000000000003,0.18,0.62,0.0,0.02,0.0,0.04,0.04,0.1
40,0.5,0.39,0.4,0.68,0.0,0.0,0.06,0.14,0.06,0.16
40,0.5,0.43,0.52,0.76,0.02,0.02,0.04,0.22,0.08,0.26
40,0.5,0.47,0.66,0.88,0.0,0.0,0.04,0.3,0.04,0.18
40,0.5,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0
40,0.5,0.04,0.02,0.02,0.04,0.02,0.0,0.0,0.0,0.0
40,0.5,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
40,0.5,0.12,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0
40,0.5,0.16,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
40,0.5,0.2,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.04
40,0.5,0.24,0.04,0.18,0.0,0.0,0.0,0.04,0.0,0.02
40,0.5,0.28,0.04,0.2,0.0,0.02,0.04,0.06,0.02,0.06
40,0.5,0.32,0.16,0.38,0.0,0.0,0.02,0.08,0.08,0.1
40,0.5,0.36,0.24,0.54,0.0,0.0,0.02,0.12,0.04,0.22
40,0.5,0.4,0.28,0.6,0.0,0.0,0.04,0.18,0.02,0.14
40,0.5,0.44,0.52,0.8,0.0,0.0,0.04,0.16,0.08,0.26
40,0.5,0.48,0.6,0.86,0.0,0.0,0.08,0.34,0.08,0.4
40,0.5,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0
40,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
40,0.5,0.09,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0
40,0.5,0.13,0.02,0.04,0.0,0.0,0.0,0.04,0.02,0.02
40,0.5,0.17,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.02
40,0.5,0.21,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.0
40,0.5,0.25,0.06,0.14,0.0,0.0,0.0,0.06,0.02,0.06
40,0.5,0.29,0.08,0.26,0.0,0.0,0.04,0.12,0.02,0.06
40,0.5,0.33,0.08,0.4,0.02,0.02,0.04,0.14,0.1,0.12
40,0.5,0.37,0.22,0.52,0.0,0.0,0.02,0.1,0.04,0.16
40,0.5,0.41,0.3,0.76,0.0,0.0,0.06,0.28,0.06,0.2
40,0.5,0.45,0.48,0.82,0.0,0.0,0.06,0.42,0.08,0.32
40,0.5,0.49,0.7,0.92,0.02,0.02,0.08,0.36,0.06,0.22
40,0.5,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
40,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
40,0.5,0.14,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
40,0.5,0.18,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.02
40,0.5,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
40,0.5,0.26,0.02,0.2,0.0,0.0,0.0,0.06,0.02,0.06
40,0.5,0.3,0.06,0.28,0.0,0.0,0.06,0.1,0.02,0.14
40,0.5,0.34,0.16,0.38,0.02,0.0,0.02,0.18,0.04,0.12
40,0.5,0.38,0.34,0.48,0.0,0.0,0.04,0.1,0.04,0.14
40,0.5,0.42,0.32,0.68,0.02,0.0,0.12,0.3,0.08,0.26
40,0.5,0.46,0.58,0.82,0.0,0.0,0.1,0.3,0.02,0.3
40,0.5,0.5,0.56,0.92,0.0,0.0,0.16,0.44,0.12,0.3
45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
45,0.5,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.5,0.12,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
45,0.5,0.16,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0
45,0.5,0.2,0.02,0.06,0.0,0.0,0.02,0.04,0.0,0.02
45,0.5,0.24,0.06,0.2,0.0,0.0,0.04,0.1,0.06,0.1
45,0.5,0.28,0.14,0.24,0.0,0.0,0.0,0.04,0.0,0.04
45,0.5,0.32,0.2,0.46,0.0,0.0,0.02,0.12,0.06,0.2
45,0.5,0.36,0.3,0.6,0.0,0.0,0.0,0.12,0.0,0.06
45,0.5,0.4,0.4,0.76,0.02,0.02,0.02,0.18,0.04,0.2
45,0.5,0.44,0.58,0.88,0.0,0.0,0.14,0.36,0.06,0.38
45,0.5,0.48,0.7,0.92,0.0,0.0,0.18,0.32,0.02,0.28
45,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.5,0.05,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
45,0.5,0.09,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0
45,0.5,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.5,0.17,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02
45,0.5,0.21,0.04,0.08,0.0,0.0,0.04,0.02,0.0,0.02
45,0.5,0.25,0.0,0.14,0.0,0.0,0.02,0.06,0.04,0.1
45,0.5,0.29,0.04,0.18,0.02,0.0,0.0,0.02,0.02,0.12
45,0.5,0.33,0.08,0.32,0.0,0.0,0.04,0.12,0.06,0.08
45,0.5,0.37,0.36,0.68,0.0,0.0,0.06,0.32,0.04,0.28
45,0.5,0.41,0.48,0.78,0.0,0.0,0.04,0.3,0.06,0.26
45,0.5,0.45,0.56,0.8,0.02,0.0,0.12,0.32,0.1,0.26
45,0.5,0.49,0.84,1.0,0.0,0.0,0.1,0.48,0.1,0.32
45,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.5,0.06,0.02,0.02,0.04,0.04,0.0,0.0,0.0,0.0
45,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.5,0.14,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
45,0.5,0.18,0.02,0.08,0.0,0.0,0.0,0.04,0.02,0.02
45,0.5,0.22,0.02,0.06,0.02,0.0,0.0,0.02,0.0,0.02
45,0.5,0.26,0.06,0.12,0.0,0.0,0.02,0.08,0.0,0.04
45,0.5,0.3,0.1,0.22,0.0,0.0,0.04,0.1,0.04,0.02
45,0.5,0.34,0.22,0.38,0.0,0.0,0.04,0.12,0.02,0.18
45,0.5,0.38,0.26,0.54,0.0,0.0,0.02,0.12,0.06,0.18
45,0.5,0.42,0.38,0.84,0.0,0.0,0.06,0.34,0.04,0.24
45,0.5,0.46,0.62,0.84,0.0,0.0,0.14,0.3,0.12,0.26
45,0.5,0.5,0.74,0.94,0.0,0.0,0.16,0.48,0.22,0.48
45,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.5,0.11,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
45,0.5,0.15,0.0,0.1,0.02,0.0,0.02,0.02,0.0,0.04
45,0.5,0.19,0.04,0.08,0.0,0.02,0.0,0.02,0.02,0.02
45,0.5,0.23,0.04,0.14,0.02,0.0,0.0,0.02,0.0,0.0
45,0.5,0.27,0.0,0.22,0.02,0.0,0.02,0.08,0.0,0.06
45,0.5,0.31,0.16,0.36,0.0,0.0,0.06,0.14,0.06,0.06
45,0.5,0.35000000000000003,0.1,0.5,0.0,0.0,0.06,0.22,0.08,0.24
45,0.5,0.39,0.26,0.66,0.02,0.0,0.08,0.32,0.08,0.26
45,0.5,0.43,0.52,0.76,0.0,0.0,0.06,0.36,0.2,0.3
45,0.5,0.47,0.58,0.9,0.0,0.0,0.12,0.4,0.16,0.3
50,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.5,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
50,0.5,0.09,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
50,0.5,0.13,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0
50,0.5,0.17,0.06,0.14,0.0,0.0,0.0,0.02,0.0,0.0
50,0.5,0.21,0.04,0.12,0.02,0.02,0.0,0.04,0.0,0.04
50,0.5,0.25,0.06,0.16,0.0,0.0,0.04,0.04,0.0,0.0
50,0.5,0.29,0.04,0.3,0.0,0.0,0.02,0.12,0.02,0.18
50,0.5,0.33,0.24,0.62,0.0,0.0,0.02,0.14,0.04,0.22
50,0.5,0.37,0.38,0.7,0.0,0.0,0.04,0.26,0.06,0.28
50,0.5,0.41,0.5,0.84,0.0,0.0,0.08,0.46,0.04,0.32
50,0.5,0.45,0.68,0.86,0.0,0.0,0.14,0.4,0.14,0.34
50,0.5,0.49,0.84,0.98,0.0,0.0,0.26,0.6,0.2,0.54
50,0.5,0.02,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0
50,0.5,0.06,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0
50,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.5,0.14,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.04
50,0.5,0.18,0.0,0.04,0.0,0.0,0.0,0.08,0.02,0.02
50,0.5,0.22,0.04,0.14,0.0,0.0,0.02,0.06,0.0,0.04
50,0.5,0.26,0.02,0.12,0.0,0.0,0.06,0.08,0.04,0.08
50,0.5,0.3,0.16,0.32,0.0,0.0,0.06,0.12,0.04,0.08
50,0.5,0.34,0.24,0.48,0.0,0.0,0.02,0.12,0.06,0.2
50,0.5,0.38,0.44,0.7,0.0,0.0,0.1,0.28,0.22,0.42
50,0.5,0.42,0.58,0.76,0.0,0.0,0.06,0.34,0.02,0.24
50,0.5,0.46,0.64,0.94,0.02,0.0,0.18,0.5,0.12,0.36
50,0.5,0.5,0.76,0.92,0.0,0.0,0.18,0.54,0.14,0.42
50,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.5,0.11,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
50,0.5,0.15,0.0,0.04,0.0,0.0,0.02,0.04,0.0,0.04
50,0.5,0.19,0.04,0.12,0.0,0.0,0.0,0.04,0.0,0.0
50,0.5,0.23,0.02,0.12,0.0,0.0,0.0,0.0,0.04,0.02
50,0.5,0.27,0.1,0.44,0.0,0.0,0.06,0.08,0.0,0.14
50,0.5,0.31,0.12,0.42,0.0,0.0,0.06,0.12,0.02,0.1
50,0.5,0.35000000000000003,0.2,0.58,0.0,0.0,0.02,0.22,0.04,0.14
50,0.5,0.39,0.42,0.72,0.0,0.0,0.12,0.24,0.0,0.22
50,0.5,0.43,0.64,0.78,0.04,0.04,0.1,0.4,0.12,0.32
50,0.5,0.47,0.88,0.96,0.0,0.0,0.22,0.42,0.16,0.38
50,0.5,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02
50,0.5,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.5,0.12,0.04,0.02,0.0,0.02,0.02,0.02,0.0,0.0
50,0.5,0.16,0.02,0.08,0.0,0.0,0.0,0.04,0.0,0.04
50,0.5,0.2,0.04,0.1,0.0,0.02,0.02,0.0,0.0,0.04
50,0.5,0.24,0.06,0.16,0.0,0.0,0.02,0.0,0.0,0.08
50,0.5,0.28,0.24,0.44,0.0,0.02,0.02,0.14,0.04,0.2
50,0.5,0.32,0.06,0.46,0.0,0.0,0.0,0.18,0.06,0.12
50,0.5,0.36,0.3,0.52,0.02,0.0,0.08,0.16,0.04,0.16
50,0.5,0.4,0.42,0.76,0.0,0.0,0.12,0.28,0.06,0.26
50,0.5,0.44,0.6,0.9,0.0,0.0,0.1,0.3,0.06,0.32
50,0.5,0.48,0.78,0.9,0.0,0.0,0.18,0.42,0.2,0.5
55,0.5,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
55,0.5,0.06,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
55,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.5,0.14,0.0,0.04,0.02,0.0,0.02,0.0,0.0,0.0
55,0.5,0.18,0.02,0.04,0.0,0.0,0.0,0.02,0.0,0.0
55,0.5,0.22,0.1,0.16,0.02,0.0,0.0,0.02,0.02,0.06
55,0.5,0.26,0.1,0.18,0.0,0.0,0.02,0.06,0.06,0.08
55,0.5,0.3,0.22,0.56,0.0,0.0,0.06,0.12,0.02,0.14
55,0.5,0.34,0.32,0.62,0.02,0.0,0.1,0.24,0.08,0.16
55,0.5,0.38,0.4,0.86,0.0,0.0,0.06,0.2,0.02,0.2
55,0.5,0.42,0.64,0.88,0.0,0.0,0.16,0.48,0.04,0.3
55,0.5,0.46,0.72,0.98,0.0,0.0,0.16,0.48,0.2,0.46
55,0.5,0.5,0.9,1.0,0.0,0.0,0.2,0.58,0.14,0.48
55,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.5,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.5,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02
55,0.5,0.15,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.04
55,0.5,0.19,0.06,0.08,0.02,0.0,0.0,0.04,0.0,0.02
55,0.5,0.23,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.06
55,0.5,0.27,0.1,0.22,0.0,0.0,0.0,0.1,0.0,0.02
55,0.5,0.31,0.22,0.42,0.0,0.0,0.08,0.18,0.0,0.12
55,0.5,0.35000000000000003,0.26,0.56,0.0,0.0,0.04,0.2,0.04,0.16
55,0.5,0.39,0.5,0.74,0.0,0.0,0.08,0.22,0.14,0.24
55,0.5,0.43,0.62,0.92,0.0,0.0,0.18,0.54,0.08,0.36
55,0.5,0.47,0.84,1.0,0.0,0.02,0.16,0.56,0.22,0.38
55,0.5,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0
55,0.5,0.04,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.0
55,0.5,0.08,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0
55,0.5,0.12,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0
55,0.5,0.16,0.02,0.04,0.0,0.0,0.0,0.02,0.0,0.02
55,0.5,0.2,0.06,0.14,0.0,0.0,0.0,0.0,0.02,0.02
55,0.5,0.24,0.12,0.24,0.0,0.0,0.0,0.0,0.02,0.02
55,0.5,0.28,0.08,0.28,0.0,0.0,0.04,0.1,0.0,0.12
55,0.5,0.32,0.22,0.5,0.0,0.0,0.0,0.14,0.02,0.18
55,0.5,0.36,0.28,0.62,0.0,0.0,0.06,0.28,0.04,0.26
55,0.5,0.4,0.7,0.84,0.0,0.02,0.04,0.28,0.06,0.3
55,0.5,0.44,0.74,0.98,0.04,0.02,0.14,0.48,0.06,0.32
55,0.5,0.48,0.82,0.98,0.0,0.0,0.2,0.62,0.22,0.56
55,0.5,0.01,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
55,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02
55,0.5,0.09,0.06,0.04,0.02,0.04,0.0,0.02,0.0,0.02
55,0.5,0.13,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
55,0.5,0.17,0.02,0.04,0.0,0.0,0.0,0.0,0.02,0.02
55,0.5,0.21,0.08,0.26,0.0,0.0,0.0,0.02,0.02,0.04
55,0.5,0.25,0.12,0.26,0.0,0.0,0.0,0.06,0.04,0.06
55,0.5,0.29,0.06,0.4,0.0,0.0,0.0,0.08,0.0,0.12
55,0.5,0.33,0.32,0.62,0.0,0.0,0.06,0.22,0.04,0.16
55,0.5,0.37,0.32,0.7,0.0,0.0,0.06,0.12,0.04,0.16
55,0.5,0.41,0.58,0.92,0.0,0.0,0.1,0.46,0.16,0.34
55,0.5,0.45,0.84,0.96,0.0,0.02,0.22,0.52,0.08,0.28
55,0.5,0.49,0.86,0.96,0.0,0.0,0.16,0.66,0.18,0.46
60,0.5,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
60,0.5,0.07,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.02
60,0.5,0.11,0.02,0.02,0.0,0.0,0.0,0.04,0.0,0.02
60,0.5,0.15,0.0,0.06,0.0,0.0,0.02,0.06,0.0,0.04
60,0.5,0.19,0.04,0.06,0.02,0.0,0.02,0.0,0.0,0.02
60,0.5,0.23,0.06,0.24,0.0,0.0,0.0,0.06,0.0,0.02
60,0.5,0.27,0.08,0.28,0.0,0.0,0.02,0.08,0.0,0.06
60,0.5,0.31,0.18,0.48,0.0,0.0,0.02,0.06,0.0,0.12
60,0.5,0.35000000000000003,0.3,0.6,0.0,0.0,0.04,0.2,0.06,0.22
60,0.5,0.39,0.6,0.84,0.02,0.0,0.06,0.3,0.08,0.28
60,0.5,0.43,0.68,0.92,0.0,0.0,0.24,0.48,0.16,0.52
60,0.5,0.47,0.86,0.98,0.0,0.0,0.18,0.46,0.14,0.42
60,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.5,0.04,0.0,0.02,0.0,0.0,0.02,0.0,0.04,0.0
60,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
60,0.5,0.12,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0
60,0.5,0.16,0.02,0.04,0.0,0.0,0.0,0.02,0.0,0.0
60,0.5,0.2,0.04,0.12,0.0,0.0,0.0,0.04,0.0,0.08
60,0.5,0.24,0.08,0.2,0.0,0.0,0.02,0.04,0.02,0.06
60,0.5,0.28,0.12,0.36,0.0,0.0,0.02,0.12,0.02,0.14
60,0.5,0.32,0.36,0.56,0.0,0.0,0.0,0.08,0.02,0.12
60,0.5,0.36,0.48,0.8,0.0,0.0,0.02,0.18,0.1,0.24
60,0.5,0.4,0.66,0.86,0.0,0.0,0.06,0.34,0.08,0.4
60,0.5,0.44,0.74,0.96,0.0,0.0,0.08,0.4,0.06,0.36
60,0.5,0.48,0.86,1.0,0.0,0.0,0.16,0.52,0.18,0.48
60,0.5,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02
60,0.5,0.05,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.02
60,0.5,0.09,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
60,0.5,0.13,0.0,0.04,0.0,0.0,0.04,0.0,0.02,0.0
60,0.5,0.17,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.02
60,0.5,0.21,0.04,0.2,0.02,0.0,0.02,0.08,0.0,0.02
60,0.5,0.25,0.2,0.36,0.0,0.0,0.0,0.06,0.04,0.08
60,0.5,0.29,0.16,0.48,0.02,0.0,0.0,0.16,0.1,0.2
60,0.5,0.33,0.3,0.66,0.0,0.0,0.08,0.28,0.08,0.2
60,0.5,0.37,0.42,0.76,0.0,0.0,0.1,0.4,0.08,0.32
60,0.5,0.41,0.46,0.78,0.0,0.0,0.1,0.32,0.14,0.4
60,0.5,0.45,0.82,0.88,0.0,0.0,0.2,0.56,0.14,0.3
60,0.5,0.49,0.9,1.0,0.02,0.02,0.24,0.54,0.14,0.44
60,0.5,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0
60,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.5,0.14,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
60,0.5,0.18,0.0,0.12,0.0,0.0,0.02,0.06,0.02,0.04
60,0.5,0.22,0.06,0.1,0.0,0.0,0.0,0.02,0.0,0.06
60,0.5,0.26,0.14,0.36,0.0,0.0,0.02,0.12,0.02,0.08
60,0.5,0.3,0.2,0.5,0.0,0.0,0.0,0.18,0.04,0.2
60,0.5,0.34,0.32,0.58,0.0,0.0,0.0,0.24,0.04,0.2
60,0.5,0.38,0.54,0.86,0.02,0.04,0.1,0.46,0.12,0.4
60,0.5,0.42,0.66,0.96,0.0,0.0,0.14,0.38,0.18,0.28
60,0.5,0.46,0.7,0.94,0.0,0.0,0.2,0.5,0.12,0.34
60,0.5,0.5,0.94,0.98,0.0,0.02,0.32,0.62,0.2,0.54
65,0.5,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
65,0.5,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
65,0.5,0.08,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02
65,0.5,0.12,0.1,0.08,0.0,0.02,0.06,0.02,0.0,0.04
65,0.5,0.16,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0
65,0.5,0.2,0.04,0.04,0.0,0.0,0.0,0.02,0.0,0.02
65,0.5,0.24,0.04,0.38,0.0,0.0,0.04,0.1,0.02,0.06
65,0.5,0.28,0.22,0.5,0.0,0.0,0.08,0.08,0.04,0.08
65,0.5,0.32,0.32,0.54,0.0,0.0,0.02,0.1,0.04,0.16
65,0.5,0.36,0.5,0.76,0.02,0.0,0.06,0.32,0.06,0.42
65,0.5,0.4,0.58,0.86,0.0,0.0,0.2,0.58,0.22,0.4
65,0.5,0.44,0.84,0.94,0.02,0.0,0.16,0.52,0.1,0.28
65,0.5,0.48,0.9,0.98,0.0,0.0,0.4,0.68,0.36,0.56
65,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.5,0.05,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
65,0.5,0.09,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0
65,0.5,0.13,0.04,0.08,0.0,0.0,0.0,0.02,0.02,0.04
65,0.5,0.17,0.0,0.04,0.0,0.0,0.02,0.06,0.0,0.0
65,0.5,0.21,0.02,0.08,0.02,0.0,0.0,0.04,0.04,0.04
65,0.5,0.25,0.1,0.38,0.0,0.02,0.04,0.14,0.04,0.16
65,0.5,0.29,0.36,0.7,0.02,0.0,0.08,0.18,0.06,0.26
65,0.5,0.33,0.34,0.74,0.0,0.0,0.04,0.26,0.02,0.14
65,0.5,0.37,0.44,0.72,0.0,0.0,0.14,0.4,0.16,0.28
65,0.5,0.41,0.68,0.94,0.0,0.0,0.18,0.5,0.2,0.4
65,0.5,0.45,0.84,1.0,0.0,0.0,0.2,0.54,0.18,0.38
65,0.5,0.49,0.92,1.0,0.0,0.0,0.26,0.6,0.24,0.42
65,0.5,0.02,0.0,0.02,0.0,0.0,0.04,0.02,0.0,0.0
65,0.5,0.06,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0
65,0.5,0.1,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0
65,0.5,0.14,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0
65,0.5,0.18,0.04,0.04,0.0,0.02,0.02,0.02,0.0,0.0
65,0.5,0.22,0.02,0.18,0.0,0.02,0.0,0.0,0.0,0.02
65,0.5,0.26,0.16,0.44,0.02,0.02,0.06,0.12,0.04,0.14
65,0.5,0.3,0.32,0.58,0.0,0.0,0.06,0.22,0.04,0.16
65,0.5,0.34,0.5,0.76,0.0,0.0,0.02,0.18,0.02,0.18
65,0.5,0.38,0.66,0.94,0.0,0.0,0.2,0.5,0.16,0.4
65,0.5,0.42,0.8,0.94,0.0,0.0,0.14,0.48,0.12,0.48
65,0.5,0.46,0.9,0.96,0.0,0.0,0.14,0.5,0.2,0.42
65,0.5,0.5,0.96,1.0,0.0,0.0,0.32,0.7,0.26,0.48
65,0.5,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
65,0.5,0.07,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
65,0.5,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.5,0.15,0.02,0.02,0.0,0.0,0.0,0.04,0.0,0.02
65,0.5,0.19,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.02
65,0.5,0.23,0.04,0.16,0.02,0.02,0.02,0.04,0.0,0.1
