m,p,delta,omni_power_mgc_1,omni_power_hotelling_1,omni_power_mgc_20,omni_power_hotelling_20,mase_power_mgc_1,mase_power_hotelling_1,mase_power_mgc_20,mase_power_hotelling_20
130,0.5,0.16,0.1,0.16,0.0,0.0,0.06,0.06,0.0,0.1
130,0.5,0.2,0.14,0.44,0.02,0.0,0.0,0.12,0.04,0.12
130,0.5,0.24,0.3,0.68,0.0,0.0,0.04,0.3,0.1,0.24
130,0.5,0.28,0.64,0.9,0.0,0.0,0.06,0.38,0.12,0.36
130,0.5,0.32,0.8,0.98,0.0,0.0,0.18,0.62,0.14,0.4
130,0.5,0.36,0.88,1.0,0.0,0.0,0.2,0.62,0.3,0.5
130,0.5,0.4,0.98,1.0,0.0,0.0,0.24,0.7,0.28,0.52
130,0.5,0.44,1.0,1.0,0.0,0.0,0.48,0.84,0.44,0.7
130,0.5,0.48,1.0,1.0,0.0,0.0,0.48,0.76,0.4,0.76
135,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.5,0.06,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0
135,0.5,0.1,0.04,0.1,0.0,0.0,0.04,0.06,0.04,0.02
135,0.5,0.14,0.08,0.18,0.0,0.0,0.0,0.0,0.02,0.04
135,0.5,0.18,0.2,0.38,0.0,0.0,0.04,0.08,0.0,0.04
135,0.5,0.22,0.32,0.68,0.0,0.0,0.04,0.14,0.1,0.16
135,0.5,0.26,0.28,0.74,0.0,0.0,0.0,0.18,0.06,0.28
135,0.5,0.3,0.76,0.94,0.0,0.0,0.1,0.4,0.16,0.5
135,0.5,0.34,0.98,1.0,0.0,0.0,0.18,0.58,0.2,0.52
135,0.5,0.38,0.98,1.0,0.0,0.0,0.26,0.72,0.34,0.76
135,0.5,0.42,1.0,1.0,0.0,0.0,0.32,0.78,0.38,0.74
135,0.5,0.46,1.0,1.0,0.0,0.0,0.6,0.8,0.56,0.76
135,0.5,0.5,1.0,1.0,0.02,0.0,0.54,0.88,0.38,0.66
135,0.5,0.03,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.0
135,0.5,0.07,0.04,0.02,0.0,0.0,0.0,0.02,0.0,0.0
135,0.5,0.11,0.0,0.12,0.0,0.0,0.02,0.02,0.0,0.0
135,0.5,0.15,0.08,0.16,0.0,0.0,0.0,0.04,0.02,0.06
135,0.5,0.19,0.08,0.32,0.0,0.0,0.0,0.1,0.02,0.08
135,0.5,0.23,0.34,0.62,0.0,0.0,0.02,0.18,0.02,0.12
135,0.5,0.27,0.52,0.8,0.0,0.0,0.06,0.32,0.1,0.32
135,0.5,0.31,0.8,0.96,0.0,0.0,0.2,0.44,0.16,0.44
135,0.5,0.35000000000000003,0.9,1.0,0.0,0.0,0.18,0.62,0.18,0.5
135,0.5,0.39,1.0,1.0,0.0,0.0,0.32,0.64,0.38,0.74
135,0.5,0.43,1.0,1.0,0.02,0.0,0.44,0.84,0.32,0.66
135,0.5,0.47,1.0,1.0,0.0,0.02,0.68,0.86,0.54,0.8
135,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.5,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
135,0.5,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
135,0.5,0.12,0.04,0.1,0.02,0.0,0.0,0.04,0.02,0.04
135,0.5,0.16,0.06,0.24,0.02,0.02,0.0,0.08,0.02,0.04
135,0.5,0.2,0.12,0.52,0.0,0.0,0.06,0.18,0.02,0.14
135,0.5,0.24,0.32,0.66,0.02,0.0,0.06,0.16,0.04,0.16
135,0.5,0.28,0.66,0.92,0.0,0.0,0.02,0.24,0.14,0.4
135,0.5,0.32,0.84,1.0,0.0,0.0,0.22,0.52,0.16,0.52
135,0.5,0.36,0.92,1.0,0.0,0.0,0.36,0.64,0.28,0.56
135,0.5,0.4,1.0,1.0,0.0,0.0,0.44,0.76,0.32,0.7
135,0.5,0.44,1.0,1.0,0.0,0.0,0.52,0.74,0.48,0.7
135,0.5,0.48,1.0,1.0,0.0,0.0,0.64,0.94,0.46,0.74
135,0.5,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
135,0.5,0.05,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0
135,0.5,0.09,0.02,0.02,0.0,0.0,0.02,0.0,0.02,0.02
135,0.5,0.13,0.06,0.12,0.02,0.0,0.0,0.04,0.0,0.04
135,0.5,0.17,0.06,0.26,0.0,0.0,0.0,0.04,0.04,0.08
135,0.5,0.21,0.12,0.6,0.0,0.0,0.1,0.2,0.02,0.16
135,0.5,0.25,0.54,0.84,0.02,0.0,0.08,0.3,0.1,0.24
135,0.5,0.29,0.68,0.94,0.0,0.0,0.1,0.46,0.18,0.32
135,0.5,0.33,0.88,0.98,0.0,0.0,0.2,0.58,0.18,0.56
135,0.5,0.37,0.92,1.0,0.0,0.0,0.34,0.64,0.26,0.58
135,0.5,0.41,1.0,1.0,0.0,0.0,0.22,0.62,0.26,0.64
135,0.5,0.45,1.0,1.0,0.0,0.0,0.44,0.74,0.34,0.68
135,0.5,0.49,1.0,1.0,0.0,0.0,0.56,0.9,0.56,0.78
140,0.5,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
140,0.5,0.07,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
140,0.5,0.11,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.0
140,0.5,0.15,0.04,0.2,0.02,0.0,0.0,0.02,0.04,0.12
140,0.5,0.19,0.24,0.44,0.02,0.02,0.04,0.06,0.06,0.04
140,0.5,0.23,0.24,0.64,0.02,0.02,0.14,0.32,0.16,0.24
140,0.5,0.27,0.58,0.86,0.0,0.0,0.14,0.34,0.14,0.4
140,0.5,0.31,0.76,0.96,0.0,0.0,0.14,0.36,0.16,0.44
140,0.5,0.35000000000000003,0.86,1.0,0.0,0.0,0.38,0.54,0.26,0.5
140,0.5,0.39,1.0,1.0,0.0,0.0,0.38,0.72,0.34,0.64
140,0.5,0.43,1.0,1.0,0.02,0.0,0.42,0.96,0.4,0.76
140,0.5,0.47,1.0,1.0,0.02,0.0,0.6,0.8,0.52,0.86
140,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
140,0.5,0.04,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0
140,0.5,0.08,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
140,0.5,0.12,0.02,0.12,0.0,0.0,0.04,0.04,0.0,0.0
140,0.5,0.16,0.04,0.22,0.0,0.02,0.04,0.06,0.02,0.08
140,0.5,0.2,0.28,0.52,0.0,0.0,0.04,0.12,0.04,0.12
140,0.5,0.24,0.48,0.82,0.0,0.0,0.1,0.22,0.08,0.26
140,0.5,0.28,0.64,0.94,0.0,0.0,0.18,0.42,0.14,0.46
140,0.5,0.32,0.84,0.98,0.0,0.0,0.34,0.56,0.16,0.42
140,0.5,0.36,0.98,1.0,0.0,0.0,0.28,0.64,0.22,0.6
140,0.5,0.4,1.0,1.0,0.0,0.0,0.36,0.78,0.48,0.72
140,0.5,0.44,0.98,1.0,0.0,0.0,0.44,0.86,0.58,0.82
140,0.5,0.48,1.0,1.0,0.0,0.0,0.64,0.9,0.46,0.7
140,0.5,0.01,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.02
140,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.5,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02
140,0.5,0.13,0.06,0.12,0.0,0.0,0.02,0.02,0.02,0.04
140,0.5,0.17,0.04,0.2,0.0,0.02,0.02,0.08,0.0,0.06
140,0.5,0.21,0.38,0.58,0.0,0.0,0.02,0.08,0.0,0.08
140,0.5,0.25,0.5,0.74,0.0,0.0,0.04,0.32,0.08,0.22
140,0.5,0.29,0.78,0.96,0.04,0.02,0.12,0.32,0.18,0.38
140,0.5,0.33,0.96,1.0,0.0,0.0,0.3,0.6,0.24,0.6
140,0.5,0.37,0.94,1.0,0.0,0.0,0.22,0.54,0.2,0.62
140,0.5,0.41,1.0,1.0,0.0,0.0,0.46,0.74,0.4,0.68
140,0.5,0.45,1.0,1.0,0.0,0.0,0.54,0.82,0.44,0.7
140,0.5,0.49,1.0,1.0,0.0,0.0,0.58,0.86,0.62,0.88
140,0.5,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
140,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.5,0.1,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.02
140,0.5,0.14,0.06,0.22,0.0,0.0,0.0,0.08,0.0,0.0
140,0.5,0.18,0.08,0.32,0.02,0.0,0.0,0.06,0.02,0.08
140,0.5,0.22,0.22,0.66,0.0,0.0,0.08,0.12,0.06,0.22
140,0.5,0.26,0.52,0.84,0.0,0.0,0.06,0.32,0.08,0.34
140,0.5,0.3,0.88,1.0,0.02,0.0,0.2,0.56,0.22,0.5
140,0.5,0.34,0.92,1.0,0.0,0.0,0.18,0.64,0.16,0.56
140,0.5,0.38,0.98,1.0,0.0,0.0,0.28,0.7,0.46,0.8
140,0.5,0.42,1.0,1.0,0.0,0.0,0.38,0.78,0.38,0.68
140,0.5,0.46,1.0,1.0,0.02,0.02,0.6,0.92,0.36,0.72
140,0.5,0.5,1.0,1.0,0.0,0.0,0.68,0.92,0.56,0.8
145,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.5,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.5,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
145,0.5,0.12,0.02,0.08,0.02,0.0,0.0,0.02,0.0,0.02
145,0.5,0.16,0.1,0.26,0.0,0.0,0.02,0.1,0.0,0.04
145,0.5,0.2,0.12,0.38,0.0,0.0,0.04,0.18,0.04,0.12
145,0.5,0.24,0.4,0.72,0.0,0.0,0.08,0.2,0.02,0.24
145,0.5,0.28,0.72,0.96,0.04,0.04,0.14,0.34,0.08,0.34
145,0.5,0.32,0.88,1.0,0.02,0.0,0.18,0.54,0.16,0.56
145,0.5,0.36,1.0,1.0,0.02,0.0,0.24,0.66,0.18,0.62
145,0.5,0.4,0.98,1.0,0.0,0.0,0.24,0.68,0.32,0.68
145,0.5,0.44,1.0,1.0,0.02,0.0,0.54,0.84,0.56,0.76
145,0.5,0.48,1.0,1.0,0.0,0.0,0.6,0.92,0.42,0.82
145,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.5,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
145,0.5,0.09,0.02,0.06,0.0,0.0,0.04,0.0,0.0,0.0
145,0.5,0.13,0.04,0.06,0.0,0.0,0.02,0.04,0.0,0.06
145,0.5,0.17,0.12,0.34,0.0,0.0,0.0,0.06,0.0,0.1
145,0.5,0.21,0.22,0.54,0.0,0.02,0.02,0.18,0.0,0.18
145,0.5,0.25,0.38,0.82,0.0,0.0,0.06,0.32,0.12,0.28
145,0.5,0.29,0.76,0.94,0.0,0.0,0.14,0.44,0.14,0.5
145,0.5,0.33,0.88,1.0,0.0,0.0,0.16,0.66,0.32,0.66
145,0.5,0.37,1.0,1.0,0.0,0.0,0.3,0.68,0.34,0.74
145,0.5,0.41,0.98,1.0,0.0,0.0,0.48,0.84,0.34,0.66
145,0.5,0.45,1.0,1.0,0.0,0.0,0.64,0.96,0.48,0.74
145,0.5,0.49,1.0,1.0,0.0,0.0,0.64,0.88,0.58,0.8
145,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.5,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0
145,0.5,0.1,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.04
145,0.5,0.14,0.08,0.28,0.0,0.0,0.0,0.06,0.0,0.04
145,0.5,0.18,0.12,0.36,0.02,0.02,0.06,0.14,0.02,0.1
145,0.5,0.22,0.3,0.58,0.0,0.0,0.04,0.22,0.04,0.2
145,0.5,0.26,0.6,0.92,0.0,0.0,0.14,0.34,0.14,0.3
145,0.5,0.3,0.82,1.0,0.0,0.0,0.18,0.5,0.18,0.58
145,0.5,0.34,0.96,1.0,0.02,0.0,0.2,0.66,0.24,0.64
145,0.5,0.38,1.0,1.0,0.0,0.0,0.42,0.66,0.34,0.68
145,0.5,0.42,1.0,1.0,0.0,0.0,0.46,0.78,0.44,0.74
145,0.5,0.46,1.0,1.0,0.0,0.0,0.54,0.88,0.56,0.84
145,0.5,0.5,1.0,1.0,0.0,0.0,0.64,0.94,0.64,0.84
145,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.5,0.07,0.0,0.08,0.02,0.02,0.02,0.02,0.0,0.02
145,0.5,0.11,0.04,0.06,0.0,0.0,0.04,0.02,0.02,0.04
145,0.5,0.15,0.14,0.28,0.0,0.0,0.02,0.06,0.04,0.02
145,0.5,0.19,0.14,0.4,0.0,0.02,0.04,0.16,0.04,0.14
145,0.5,0.23,0.34,0.72,0.02,0.0,0.04,0.28,0.06,0.24
145,0.5,0.27,0.64,0.92,0.02,0.04,0.1,0.38,0.1,0.3
145,0.5,0.31,0.84,1.0,0.0,0.0,0.2,0.62,0.2,0.44
145,0.5,0.35000000000000003,0.96,1.0,0.0,0.0,0.32,0.72,0.36,0.7
145,0.5,0.39,1.0,1.0,0.0,0.0,0.42,0.74,0.38,0.62
145,0.5,0.43,1.0,1.0,0.0,0.0,0.5,0.86,0.44,0.76
145,0.5,0.47,1.0,1.0,0.02,0.04,0.58,0.88,0.52,0.84
150,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.5,0.09,0.02,0.04,0.0,0.0,0.0,0.04,0.0,0.02
150,0.5,0.13,0.04,0.08,0.0,0.0,0.0,0.04,0.0,0.0
150,0.5,0.17,0.12,0.32,0.0,0.0,0.04,0.08,0.04,0.08
150,0.5,0.21,0.34,0.72,0.0,0.02,0.06,0.16,0.08,0.22
150,0.5,0.25,0.48,0.72,0.0,0.0,0.12,0.26,0.1,0.28
150,0.5,0.29,0.8,0.94,0.0,0.02,0.12,0.38,0.2,0.5
150,0.5,0.33,0.96,1.0,0.02,0.0,0.22,0.58,0.24,0.5
150,0.5,0.37,1.0,1.0,0.04,0.02,0.42,0.86,0.4,0.74
150,0.5,0.41,1.0,1.0,0.0,0.0,0.42,0.82,0.28,0.62
150,0.5,0.45,1.0,1.0,0.0,0.0,0.46,0.82,0.46,0.7
150,0.5,0.49,1.0,1.0,0.0,0.0,0.62,0.94,0.62,0.8
150,0.5,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02
150,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.5,0.1,0.04,0.1,0.0,0.0,0.04,0.06,0.02,0.08
150,0.5,0.14,0.04,0.08,0.0,0.0,0.02,0.04,0.0,0.06
150,0.5,0.18,0.22,0.48,0.0,0.0,0.02,0.16,0.02,0.24
150,0.5,0.22,0.28,0.7,0.0,0.0,0.02,0.16,0.04,0.22
150,0.5,0.26,0.56,0.82,0.0,0.0,0.06,0.3,0.16,0.34
150,0.5,0.3,0.86,0.94,0.0,0.0,0.22,0.56,0.24,0.56
150,0.5,0.34,0.9,0.98,0.02,0.0,0.28,0.5,0.2,0.58
150,0.5,0.38,0.98,1.0,0.0,0.0,0.26,0.68,0.3,0.56
150,0.5,0.42,1.0,1.0,0.0,0.0,0.42,0.76,0.28,0.58
150,0.5,0.46,1.0,1.0,0.0,0.0,0.54,0.92,0.5,0.86
150,0.5,0.5,1.0,1.0,0.0,0.0,0.76,0.96,0.62,0.82
150,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.5,0.07,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.02
150,0.5,0.11,0.04,0.06,0.0,0.0,0.02,0.02,0.0,0.0
150,0.5,0.15,0.02,0.18,0.0,0.0,0.02,0.02,0.04,0.08
150,0.5,0.19,0.18,0.54,0.0,0.0,0.06,0.16,0.04,0.16
150,0.5,0.23,0.38,0.76,0.0,0.0,0.02,0.22,0.02,0.14
150,0.5,0.27,0.56,0.86,0.02,0.0,0.16,0.3,0.14,0.38
150,0.5,0.31,0.82,0.96,0.02,0.02,0.18,0.5,0.2,0.58
150,0.5,0.35000000000000003,0.96,0.98,0.0,0.0,0.3,0.58,0.2,0.5
150,0.5,0.39,1.0,1.0,0.02,0.0,0.32,0.76,0.44,0.76
150,0.5,0.43,1.0,1.0,0.0,0.0,0.5,0.78,0.46,0.84
150,0.5,0.47,1.0,1.0,0.02,0.0,0.64,0.9,0.52,0.84
150,0.5,0.0,0.02,0.0,0.0,0.0,0.04,0.02,0.04,0.0
150,0.5,0.04,0.04,0.04,0.02,0.0,0.02,0.02,0.0,0.02
150,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.5,0.12,0.02,0.06,0.0,0.0,0.0,0.06,0.0,0.04
150,0.5,0.16,0.18,0.32,0.02,0.02,0.04,0.12,0.0,0.06
150,0.5,0.2,0.3,0.56,0.0,0.0,0.04,0.14,0.06,0.14
150,0.5,0.24,0.36,0.88,0.0,0.0,0.04,0.2,0.04,0.3
150,0.5,0.28,0.6,0.92,0.0,0.0,0.12,0.4,0.14,0.34
150,0.5,0.32,0.88,0.98,0.0,0.0,0.22,0.5,0.26,0.56
150,0.5,0.36,0.96,0.98,0.0,0.0,0.38,0.78,0.38,0.7
150,0.5,0.4,1.0,1.0,0.0,0.0,0.44,0.72,0.3,0.7
150,0.5,0.44,1.0,1.0,0.0,0.0,0.54,0.78,0.52,0.72
150,0.5,0.48,1.0,1.0,0.0,0.0,0.6,0.94,0.56,0.76
155,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.5,0.06,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
155,0.5,0.1,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0
155,0.5,0.14,0.14,0.34,0.0,0.0,0.06,0.08,0.06,0.08
155,0.5,0.18,0.2,0.42,0.0,0.0,0.0,0.1,0.02,0.1
155,0.5,0.22,0.26,0.76,0.0,0.0,0.08,0.16,0.08,0.2
155,0.5,0.26,0.66,0.88,0.0,0.0,0.06,0.34,0.12,0.36
155,0.5,0.3,0.86,0.98,0.02,0.0,0.1,0.38,0.14,0.32
155,0.5,0.34,0.98,1.0,0.0,0.0,0.26,0.68,0.38,0.76
155,0.5,0.38,1.0,1.0,0.0,0.0,0.28,0.76,0.34,0.64
155,0.5,0.42,1.0,1.0,0.0,0.0,0.34,0.76,0.3,0.58
155,0.5,0.46,1.0,1.0,0.0,0.0,0.52,0.84,0.5,0.76
155,0.5,0.5,1.0,1.0,0.0,0.0,0.68,0.98,0.42,0.66
155,0.5,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
155,0.5,0.07,0.02,0.02,0.0,0.0,0.0,0.04,0.0,0.02
155,0.5,0.11,0.02,0.12,0.0,0.0,0.0,0.02,0.0,0.04
155,0.5,0.15,0.04,0.2,0.0,0.0,0.04,0.02,0.04,0.02
155,0.5,0.19,0.2,0.52,0.02,0.0,0.08,0.3,0.08,0.2
155,0.5,0.23,0.42,0.74,0.0,0.0,0.02,0.14,0.06,0.12
155,0.5,0.27,0.72,0.96,0.0,0.02,0.12,0.36,0.1,0.34
155,0.5,0.31,0.82,0.96,0.0,0.0,0.14,0.42,0.1,0.52
155,0.5,0.35000000000000003,0.94,1.0,0.0,0.0,0.34,0.68,0.28,0.68
155,0.5,0.39,1.0,1.0,0.0,0.0,0.28,0.68,0.28,0.74
155,0.5,0.43,1.0,1.0,0.0,0.0,0.58,0.84,0.38,0.78
155,0.5,0.47,1.0,1.0,0.02,0.0,0.64,0.94,0.68,0.88
155,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.5,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.5,0.12,0.02,0.12,0.0,0.0,0.0,0.04,0.02,0.0
155,0.5,0.16,0.04,0.24,0.02,0.0,0.02,0.12,0.04,0.1
155,0.5,0.2,0.24,0.5,0.02,0.0,0.0,0.24,0.02,0.26
155,0.5,0.24,0.34,0.8,0.0,0.0,0.1,0.32,0.06,0.22
155,0.5,0.28,0.88,0.96,0.02,0.02,0.12,0.44,0.24,0.44
155,0.5,0.32,0.9,1.0,0.0,0.0,0.22,0.52,0.2,0.56
155,0.5,0.36,0.98,1.0,0.0,0.0,0.36,0.66,0.18,0.6
155,0.5,0.4,1.0,1.0,0.0,0.0,0.48,0.78,0.5,0.7
155,0.5,0.44,1.0,1.0,0.0,0.0,0.5,0.88,0.48,0.74
155,0.5,0.48,1.0,1.0,0.0,0.0,0.66,0.96,0.42,0.68
155,0.5,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
155,0.5,0.05,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0
155,0.5,0.09,0.04,0.1,0.0,0.0,0.0,0.02,0.0,0.02
155,0.5,0.13,0.02,0.14,0.0,0.0,0.0,0.0,0.0,0.0
155,0.5,0.17,0.14,0.3,0.02,0.02,0.04,0.14,0.02,0.16
155,0.5,0.21,0.26,0.56,0.0,0.0,0.02,0.1,0.0,0.02
155,0.5,0.25,0.52,0.86,0.0,0.0,0.06,0.34,0.08,0.3
155,0.5,0.29,0.78,0.96,0.0,0.02,0.18,0.52,0.14,0.54
155,0.5,0.33,0.94,1.0,0.02,0.0,0.18,0.58,0.22,0.62
155,0.5,0.37,0.98,1.0,0.0,0.0,0.28,0.72,0.34,0.66
155,0.5,0.41,1.0,1.0,0.0,0.0,0.36,0.74,0.4,0.74
155,0.5,0.45,1.0,1.0,0.0,0.0,0.6,0.92,0.46,0.7
155,0.5,0.49,1.0,1.0,0.02,0.02,0.58,0.9,0.68,0.82
160,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.5,0.07,0.02,0.04,0.02,0.0,0.0,0.0,0.0,0.0
160,0.5,0.11,0.06,0.1,0.0,0.0,0.0,0.04,0.0,0.02
160,0.5,0.15,0.08,0.22,0.02,0.0,0.02,0.06,0.06,0.06
160,0.5,0.19,0.2,0.52,0.0,0.0,0.04,0.08,0.0,0.04
160,0.5,0.23,0.38,0.8,0.0,0.0,0.04,0.28,0.0,0.28
160,0.5,0.27,0.74,0.88,0.0,0.0,0.08,0.38,0.12,0.44
160,0.5,0.31,0.92,1.0,0.0,0.02,0.24,0.54,0.2,0.5
160,0.5,0.35000000000000003,1.0,1.0,0.02,0.0,0.32,0.72,0.36,0.6
160,0.5,0.39,1.0,1.0,0.02,0.0,0.44,0.84,0.28,0.58
160,0.5,0.43,1.0,1.0,0.0,0.0,0.58,0.8,0.58,0.8
160,0.5,0.47,1.0,1.0,0.0,0.0,0.58,0.82,0.48,0.78
160,0.5,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.0
160,0.5,0.04,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0
160,0.5,0.08,0.0,0.02,0.0,0.0,0.04,0.06,0.02,0.02
160,0.5,0.12,0.0,0.06,0.0,0.0,0.02,0.02,0.04,0.02
160,0.5,0.16,0.12,0.38,0.0,0.0,0.0,0.04,0.04,0.12
160,0.5,0.2,0.26,0.52,0.0,0.0,0.04,0.2,0.04,0.16
160,0.5,0.24,0.5,0.9,0.02,0.0,0.1,0.24,0.04,0.32
160,0.5,0.28,0.72,0.94,0.0,0.0,0.1,0.48,0.22,0.62
160,0.5,0.32,0.82,1.0,0.04,0.0,0.16,0.66,0.22,0.6
160,0.5,0.36,0.98,1.0,0.0,0.0,0.4,0.72,0.36,0.6
160,0.5,0.4,1.0,1.0,0.0,0.0,0.48,0.8,0.36,0.78
160,0.5,0.44,1.0,1.0,0.0,0.0,0.54,0.94,0.48,0.78
160,0.5,0.48,1.0,1.0,0.0,0.0,0.66,0.88,0.58,0.88
160,0.5,0.01,0.04,0.0,0.02,0.04,0.0,0.0,0.0,0.0
160,0.5,0.05,0.02,0.02,0.0,0.0,0.04,0.04,0.02,0.04
160,0.5,0.09,0.02,0.02,0.02,0.0,0.0,0.04,0.0,0.04
160,0.5,0.13,0.02,0.14,0.0,0.0,0.04,0.14,0.0,0.12
160,0.5,0.17,0.22,0.44,0.0,0.0,0.02,0.06,0.02,0.06
160,0.5,0.21,0.38,0.64,0.0,0.0,0.04,0.14,0.1,0.18
160,0.5,0.25,0.54,0.84,0.0,0.02,0.18,0.4,0.22,0.3
160,0.5,0.29,0.72,0.98,0.0,0.0,0.22,0.5,0.14,0.48
160,0.5,0.33,0.92,1.0,0.0,0.0,0.28,0.62,0.24,0.58
160,0.5,0.37,1.0,1.0,0.0,0.0,0.42,0.74,0.38,0.68
160,0.5,0.41,1.0,1.0,0.0,0.0,0.5,0.82,0.32,0.72
160,0.5,0.45,1.0,1.0,0.0,0.0,0.68,0.88,0.44,0.8
160,0.5,0.49,1.0,1.0,0.0,0.0,0.68,0.86,0.62,0.88
160,0.5,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
160,0.5,0.06,0.0,0.02,0.0,0.0,0.02,0.0,0.04,0.02
160,0.5,0.1,0.02,0.06,0.0,0.0,0.04,0.02,0.0,0.04
160,0.5,0.14,0.04,0.2,0.04,0.04,0.02,0.04,0.02,0.04
160,0.5,0.18,0.12,0.44,0.02,0.0,0.02,0.06,0.04,0.1
160,0.5,0.22,0.42,0.82,0.0,0.0,0.06,0.26,0.1,0.2
160,0.5,0.26,0.58,0.92,0.0,0.0,0.06,0.26,0.1,0.3
160,0.5,0.3,0.84,1.0,0.0,0.0,0.2,0.44,0.18,0.42
160,0.5,0.34,0.94,1.0,0.0,0.0,0.24,0.56,0.36,0.72
160,0.5,0.38,0.98,1.0,0.04,0.0,0.34,0.74,0.4,0.68
160,0.5,0.42,1.0,1.0,0.0,0.0,0.56,0.78,0.48,0.78
160,0.5,0.46,1.0,1.0,0.0,0.0,0.64,0.96,0.56,0.8
160,0.5,0.5,1.0,1.0,0.0,0.0,0.68,0.92,0.54,0.76
165,0.5,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0
165,0.5,0.04,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02
165,0.5,0.08,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.0
165,0.5,0.12,0.02,0.1,0.0,0.0,0.02,0.04,0.02,0.04
165,0.5,0.16,0.16,0.2,0.0,0.0,0.04,0.16,0.04,0.14
165,0.5,0.2,0.36,0.64,0.0,0.0,0.08,0.18,0.04,0.26
165,0.5,0.24,0.54,0.86,0.0,0.0,0.08,0.34,0.14,0.24
165,0.5,0.28,0.84,0.96,0.02,0.0,0.2,0.58,0.24,0.48
165,0.5,0.32,0.94,1.0,0.0,0.0,0.32,0.66,0.38,0.54
165,0.5,0.36,0.98,1.0,0.0,0.0,0.32,0.72,0.24,0.62
165,0.5,0.4,1.0,1.0,0.0,0.0,0.3,0.72,0.38,0.8
165,0.5,0.44,1.0,1.0,0.0,0.04,0.52,0.9,0.58,0.8
165,0.5,0.48,1.0,1.0,0.0,0.0,0.7,0.98,0.48,0.8
165,0.5,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
165,0.5,0.05,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02
