m,p,delta,omni_precision_2,omni_recall_2,mase_precision_2,mase_recall_2
35.0,0.5,0.13,0.3914646958027448,0.5274666666666669,0.3714320201803244,0.6119333333333334
35.0,0.5,0.14,0.3646771279326707,0.5485999999999999,0.37013699973709596,0.5763333333333333
35.0,0.5,0.15,0.4184480660181118,0.5359333333333334,0.4193599802097245,0.5770666666666666
35.0,0.5,0.16,0.3664215617706919,0.5628666666666665,0.36116913750963625,0.5467333333333334
35.0,0.5,0.17,0.364908515642215,0.5529999999999999,0.4435232824639912,0.5934666666666665
35.0,0.5,0.18,0.4269165716572825,0.5624000000000001,0.4080933628346608,0.6000666666666666
35.0,0.5,0.19,0.465837883650708,0.5984666666666666,0.4485301421942929,0.6317999999999998
35.0,0.5,0.2,0.5037097285124805,0.5801999999999999,0.3541909962506927,0.5192666666666665
35.0,0.5,0.21,0.5605846458215951,0.6595333333333335,0.4069164015267392,0.5618000000000002
35.0,0.5,0.22,0.5624908947470587,0.6537999999999998,0.3916347840558599,0.5888666666666666
35.0,0.5,0.23,0.5603019353686836,0.6752000000000001,0.4053666873728918,0.6253333333333334
35.0,0.5,0.24,0.6564163280814743,0.7365999999999999,0.5320943556262181,0.684533333333333
35.0,0.5,0.25,0.87805141352563,0.9262,0.464860655348048,0.6969333333333334
35.0,0.5,0.26,0.9402582477948332,0.9628,0.4516604293387275,0.6572000000000001
35.0,0.5,0.27,0.988423645320197,0.9914,0.4599746879493934,0.6559333333333334
35.0,0.5,0.28,1.0,1.0,0.5700179644879787,0.7365999999999999
35.0,0.5,0.29,1.0,1.0,0.6074162302561252,0.7508666666666665
35.0,0.5,0.3,1.0,1.0,0.5376905406360707,0.7123333333333332
35.0,0.5,0.31,1.0,1.0,0.5094125513896777,0.6712
35.0,0.5,0.32,1.0,1.0,0.5876038432548268,0.7515999999999999
35.0,0.5,0.33,1.0,1.0,0.597512386017722,0.7386
35.0,0.5,0.34,1.0,1.0,0.5634483947178381,0.7585999999999999
35.0,0.5,0.35000000000000003,1.0,1.0,0.6917355590660205,0.8170666666666668
35.0,0.5,0.36,1.0,1.0,0.6993365994912957,0.8250000000000002
35.0,0.5,0.37,1.0,1.0,0.7236474269484674,0.8369333333333334
35.0,0.5,0.38,1.0,1.0,0.6885254454644959,0.8474000000000004
35.0,0.5,0.39,1.0,1.0,0.8539005027678749,0.8689999999999998
35.0,0.5,0.4,1.0,1.0,0.7511730392741798,0.8583333333333334
35.0,0.5,0.41,1.0,1.0,0.9462729474996244,0.9656666666666668
35.0,0.5,0.42,1.0,1.0,0.9054762798901684,0.9661333333333332
35.0,0.5,0.43,1.0,1.0,0.9298945929164194,0.9650666666666666
35.0,0.5,0.44,1.0,1.0,0.9523820791673051,1.0
35.0,0.5,0.45,1.0,1.0,0.9573753165651362,0.9884
35.0,0.5,0.46,1.0,1.0,0.985,0.9904
35.0,0.5,0.47,1.0,1.0,1.0,1.0
35.0,0.5,0.48,1.0,1.0,1.0,1.0
35.0,0.5,0.49,1.0,1.0,1.0,1.0
35.0,0.5,0.5,1.0,1.0,1.0,1.0
40.0,0.5,0.0,0.2537655416043932,0.30773333333333336,0.24252026940660584,0.3048
40.0,0.5,0.01,0.2587403443808066,0.31073333333333325,0.2434409237239634,0.383
40.0,0.5,0.02,0.26461072764225896,0.4206,0.2622522733895646,0.4092
40.0,0.5,0.03,0.27209571398806986,0.4338,0.26350507640978776,0.4512000000000001
40.0,0.5,0.04,0.2876946472372783,0.4150000000000002,0.27316885540065955,0.4605333333333332
40.0,0.5,0.05,0.2830773056113481,0.4395333333333334,0.28163150225224376,0.4559333333333333
40.0,0.5,0.06,0.2946562893962953,0.4640666666666665,0.28479759195941823,0.4953333333333333
40.0,0.5,0.07,0.3298009939122064,0.4756666666666666,0.3109050287055311,0.4682666666666666
40.0,0.5,0.08,0.3136480689400567,0.4890666666666666,0.3334085315413786,0.5096666666666667
40.0,0.5,0.09,0.3419668436133749,0.4912,0.3031927852470165,0.4913333333333332
40.0,0.5,0.1,0.3269727821356292,0.504,0.35523820657493793,0.5378666666666667
40.0,0.5,0.11,0.40399348892350906,0.5066666666666667,0.3536488428889403,0.5382666666666666
40.0,0.5,0.12,0.3637081613064437,0.5368,0.3830751323121255,0.5711333333333333
40.0,0.5,0.13,0.4040091538590537,0.5208666666666666,0.3841237281208539,0.5399999999999999
40.0,0.5,0.14,0.35013457992616925,0.5160666666666668,0.35196785545510273,0.5519333333333334
40.0,0.5,0.15,0.3933636820737316,0.5301333333333332,0.3687754904225294,0.5614666666666664
40.0,0.5,0.16,0.43243836647958384,0.6044666666666666,0.4282107751731135,0.5962
40.0,0.5,0.17,0.4493232756449971,0.6167999999999999,0.3830734920827967,0.5525999999999999
40.0,0.5,0.18,0.4011722451117968,0.5776666666666667,0.4106746387063992,0.6501333333333332
40.0,0.5,0.19,0.4616731261651878,0.5948666666666665,0.4237060360788012,0.5923333333333334
40.0,0.5,0.2,0.4196680166948201,0.5777999999999999,0.4191825470788009,0.6378666666666666
40.0,0.5,0.21,0.4237991095380156,0.5630000000000001,0.4427124766317199,0.6477333333333333
40.0,0.5,0.22,0.5125902483518098,0.6339333333333333,0.4657300001912303,0.6498666666666666
40.0,0.5,0.23,0.5729734463299804,0.6880666666666666,0.5155790727245041,0.6813999999999999
40.0,0.5,0.24,0.7756326418940239,0.8551333333333333,0.4541725743024097,0.6353333333333334
40.0,0.5,0.25,0.9447933115271824,0.9555333333333336,0.4715761281328194,0.5821333333333334
40.0,0.5,0.26,0.973668016194332,0.982,0.4851164362497834,0.6694666666666668
40.0,0.5,0.27,1.0,1.0,0.4886073601182044,0.6744666666666665
40.0,0.5,0.28,1.0,1.0,0.5230743359189748,0.7209333333333333
40.0,0.5,0.29,1.0,1.0,0.5807197177022353,0.7215333333333334
40.0,0.5,0.3,1.0,1.0,0.5395930123965228,0.6938666666666665
40.0,0.5,0.31,1.0,1.0,0.5215413437144653,0.7163999999999998
40.0,0.5,0.32,1.0,1.0,0.6092284135061636,0.7689333333333334
40.0,0.5,0.33,1.0,1.0,0.6544105141198636,0.818
40.0,0.5,0.34,1.0,1.0,0.6535669456597517,0.8092000000000003
40.0,0.5,0.35000000000000003,1.0,1.0,0.6607208787579669,0.8217333333333333
40.0,0.5,0.36,1.0,1.0,0.6536337202518834,0.8178666666666667
40.0,0.5,0.37,1.0,1.0,0.7849479357052291,0.8741333333333334
40.0,0.5,0.38,1.0,1.0,0.71253039757961,0.8349333333333335
40.0,0.5,0.39,1.0,1.0,0.7845502667522,0.8724000000000001
40.0,0.5,0.4,1.0,1.0,0.8485700266793922,0.9246
40.0,0.5,0.41,1.0,1.0,0.8463102862515598,0.9223333333333332
40.0,0.5,0.42,1.0,1.0,0.8797556925064209,0.9210666666666668
40.0,0.5,0.43,1.0,1.0,0.9474252962313234,0.9757333333333332
40.0,0.5,0.44,1.0,1.0,0.9867736185383243,0.9926666666666668
40.0,0.5,0.45,1.0,1.0,1.0,1.0
40.0,0.5,0.46,1.0,1.0,1.0,1.0
40.0,0.5,0.47,1.0,1.0,0.9869686411149826,1.0
40.0,0.5,0.48,1.0,1.0,1.0,1.0
40.0,0.5,0.49,1.0,1.0,1.0,1.0
40.0,0.5,0.5,1.0,1.0,1.0,1.0
45.0,0.5,0.0,0.22827936079597205,0.31899999999999995,0.24013160046649726,0.341
45.0,0.5,0.01,0.2481288764641628,0.3322,0.24584062931318085,0.29366666666666663
45.0,0.5,0.02,0.2429286308328757,0.4019333333333334,0.26362118836235376,0.4112000000000001
45.0,0.5,0.03,0.2822304696407749,0.4367333333333334,0.26617539153434644,0.3944666666666666
45.0,0.5,0.04,0.2735983116904301,0.4394,0.2758181218471061,0.4369333333333333
45.0,0.5,0.05,0.30549024065543395,0.438,0.2873503890896736,0.4761999999999999
45.0,0.5,0.06,0.3114797727043849,0.4870666666666666,0.2740140309343808,0.5089333333333333
45.0,0.5,0.07,0.3249057981156734,0.4734,0.27296915807740624,0.4934
45.0,0.5,0.08,0.34647144331517965,0.4697333333333333,0.3071926037477035,0.4861333333333334
45.0,0.5,0.09,0.32228574085201794,0.4987333333333333,0.3412945846782984,0.5257999999999999
45.0,0.5,0.1,0.3798090462507052,0.5487333333333332,0.3559111965133773,0.5334
45.0,0.5,0.11,0.3672929392781802,0.5075333333333333,0.3809934301527075,0.5840666666666666
45.0,0.5,0.12,0.4316149173881339,0.5382666666666668,0.3184777380821505,0.5418
45.0,0.5,0.13,0.42015303389592906,0.5690000000000001,0.3703816953381753,0.5461999999999999
45.0,0.5,0.14,0.41850309623721466,0.5547333333333333,0.3877796565188879,0.5723333333333332
45.0,0.5,0.15,0.4299315353408254,0.5556666666666666,0.3567078324120352,0.5425999999999999
45.0,0.5,0.16,0.41032736071419024,0.5689999999999998,0.37284308649088255,0.5698666666666666
45.0,0.5,0.17,0.3907481003698359,0.5872666666666665,0.4617133613892988,0.6070666666666666
45.0,0.5,0.18,0.4618743757086323,0.6309999999999999,0.4139204122122168,0.6097333333333335
45.0,0.5,0.19,0.4837523930388252,0.5976666666666666,0.43524870560647416,0.6374
45.0,0.5,0.2,0.4409407882987377,0.5656666666666667,0.4341885472084469,0.6295999999999999
45.0,0.5,0.21,0.5180109265477759,0.6618,0.446693715984878,0.6095333333333331
45.0,0.5,0.22,0.5756141044890924,0.7083333333333335,0.4812711016614631,0.6502
45.0,0.5,0.23,0.7182379981712405,0.7798666666666666,0.5299976196009899,0.6783999999999999
45.0,0.5,0.24,0.9138395603395604,0.9422,0.5318373270840855,0.7142666666666666
45.0,0.5,0.25,1.0,1.0,0.4537992931031666,0.6175333333333334
45.0,0.5,0.26,0.9866666666666668,0.994,0.4404993817042099,0.682
45.0,0.5,0.27,1.0,1.0,0.4982698944914422,0.6658666666666667
45.0,0.5,0.28,1.0,1.0,0.5236417665718479,0.7203333333333333
45.0,0.5,0.29,1.0,1.0,0.4882119711078689,0.6823333333333333
45.0,0.5,0.3,1.0,1.0,0.567712092755374,0.7055999999999999
45.0,0.5,0.31,1.0,1.0,0.5583171640294495,0.7169333333333334
45.0,0.5,0.32,1.0,1.0,0.6361856756456981,0.8120666666666668
45.0,0.5,0.33,1.0,1.0,0.6585944218802736,0.7993333333333336
45.0,0.5,0.34,1.0,1.0,0.6959780106465571,0.8139333333333333
45.0,0.5,0.35000000000000003,1.0,1.0,0.6627621548014079,0.7973333333333333
45.0,0.5,0.36,1.0,1.0,0.7567422219176041,0.8768
45.0,0.5,0.37,1.0,1.0,0.7572843370150092,0.8718666666666668
45.0,0.5,0.38,1.0,1.0,0.7739530052351539,0.8889999999999999
45.0,0.5,0.39,1.0,1.0,0.7982023968522847,0.9015333333333334
45.0,0.5,0.4,1.0,1.0,0.8210118531841778,0.9033333333333334
45.0,0.5,0.41,1.0,1.0,0.8525527593834141,0.9514
45.0,0.5,0.42,1.0,1.0,0.8749148907803975,0.9426
45.0,0.5,0.43,1.0,1.0,0.9857954545454546,0.9902
45.0,0.5,0.44,1.0,1.0,0.9852971137521224,0.9904
45.0,0.5,0.45,1.0,1.0,0.9852,0.9904
45.0,0.5,0.46,1.0,1.0,1.0,1.0
45.0,0.5,0.47,1.0,1.0,1.0,1.0
45.0,0.5,0.48,1.0,1.0,1.0,1.0
45.0,0.5,0.49,1.0,1.0,1.0,1.0
45.0,0.5,0.5,1.0,1.0,1.0,1.0
50.0,0.5,0.0,0.2461056020105664,0.30500000000000005,0.253809217016439,0.3941333333333333
50.0,0.5,0.01,0.2490820403509295,0.3452,0.2491493820585491,0.3012666666666667
50.0,0.5,0.02,0.2410271581487606,0.3518000000000001,0.25501870664023263,0.3857333333333333
50.0,0.5,0.03,0.2677500293617748,0.4236666666666668,0.2527801279186194,0.3976666666666667
50.0,0.5,0.04,0.2829403909233203,0.4478666666666665,0.2637228259592582,0.4606
50.0,0.5,0.05,0.2815296115821108,0.4508666666666666,0.2772921894047068,0.4951333333333334
50.0,0.5,0.06,0.2964587020611865,0.4828666666666666,0.2910989294656769,0.4859333333333334
50.0,0.5,0.07,0.3059932294360579,0.4792666666666667,0.2940729718671767,0.5096
50.0,0.5,0.08,0.34444410832502365,0.4918,0.2907168519303497,0.5382666666666667
50.0,0.5,0.09,0.318701709718577,0.5087333333333333,0.3118367488694178,0.5174666666666666
50.0,0.5,0.1,0.4426607995124376,0.4960666666666666,0.34452918577971176,0.5466000000000001
50.0,0.5,0.11,0.4141409907560204,0.5999999999999999,0.32282312516316725,0.5257999999999999
50.0,0.5,0.12,0.3846906883079217,0.5458666666666665,0.3538601360612608,0.5313333333333334
50.0,0.5,0.13,0.4112000164042147,0.5587333333333332,0.3993193324335897,0.5028666666666666
50.0,0.5,0.14,0.4186007341622859,0.5726666666666665,0.3844222629343999,0.5488
50.0,0.5,0.15,0.4402562725699336,0.5733333333333331,0.390695779043192,0.5769999999999998
50.0,0.5,0.16,0.4501036032868553,0.6247333333333331,0.3877868800825156,0.5607333333333334
50.0,0.5,0.17,0.4315574467871871,0.5896000000000001,0.3887350411206725,0.5828666666666664
50.0,0.5,0.18,0.4946237051574967,0.6180666666666665,0.4059242226058957,0.5629999999999998
50.0,0.5,0.19,0.4097862137650485,0.5761333333333333,0.4876856513398636,0.6729999999999999
50.0,0.5,0.2,0.43427462572262704,0.5710000000000001,0.4907413351645192,0.6729333333333333
50.0,0.5,0.21,0.528303517382082,0.6438666666666666,0.4327545921142245,0.6469999999999999
50.0,0.5,0.22,0.637963648250959,0.7512000000000001,0.4640690048356341,0.6463333333333334
50.0,0.5,0.23,0.7848954252422854,0.8412000000000001,0.4467999161625471,0.6443333333333332
50.0,0.5,0.24,0.959788715913716,0.9670666666666666,0.5383157335367766,0.7101999999999998
50.0,0.5,0.25,0.9863492063492064,0.988,0.4745542505924554,0.6965333333333333
50.0,0.5,0.26,1.0,1.0,0.4542214676556535,0.7107333333333336
50.0,0.5,0.27,1.0,1.0,0.5676745092298874,0.6862666666666668
50.0,0.5,0.28,1.0,1.0,0.5792201044460674,0.7380666666666669
50.0,0.5,0.29,1.0,1.0,0.525576552409578,0.7165333333333334
50.0,0.5,0.3,1.0,1.0,0.5626756168406073,0.7112666666666666
50.0,0.5,0.31,1.0,1.0,0.546797799799554,0.6996666666666667
50.0,0.5,0.32,1.0,1.0,0.567748153444869,0.7284000000000002
50.0,0.5,0.33,1.0,1.0,0.6212482586765,0.7796000000000001
50.0,0.5,0.34,1.0,1.0,0.6560960885265171,0.8002666666666667
50.0,0.5,0.35000000000000003,1.0,1.0,0.6900672458290691,0.8516666666666667
50.0,0.5,0.36,1.0,1.0,0.655607075439131,0.8359333333333333
50.0,0.5,0.37,1.0,1.0,0.7653170439903424,0.8614666666666665
50.0,0.5,0.38,1.0,1.0,0.8213453535699357,0.8800666666666668
50.0,0.5,0.39,1.0,1.0,0.8894373352875569,0.9506666666666668
50.0,0.5,0.4,1.0,1.0,0.8713527388987558,0.9107333333333334
50.0,0.5,0.41,1.0,1.0,0.9611167785417196,0.9766666666666668
50.0,0.5,0.42,1.0,1.0,0.9761882158978348,0.9895333333333334
50.0,0.5,0.43,1.0,1.0,0.9853846153846152,0.994
50.0,0.5,0.44,1.0,1.0,1.0,1.0
50.0,0.5,0.45,1.0,1.0,1.0,1.0
50.0,0.5,0.46,1.0,1.0,0.985911330049261,0.988
50.0,0.5,0.47,1.0,1.0,1.0,1.0
50.0,0.5,0.48,1.0,1.0,1.0,1.0
50.0,0.5,0.49,1.0,1.0,1.0,1.0
50.0,0.5,0.5,1.0,1.0,1.0,1.0
55.0,0.5,0.0,0.2551388745709497,0.3834666666666669,0.26685990704520424,0.2883333333333333
55.0,0.5,0.01,0.2568989652662287,0.37273333333333336,0.23388401845563375,0.3652000000000002
55.0,0.5,0.02,0.26573001395888995,0.3880666666666667,0.2539214910097341,0.4098000000000001
55.0,0.5,0.03,0.26417072324254265,0.4572666666666666,0.2708952508014488,0.41686666666666666
55.0,0.5,0.04,0.27125515421019697,0.4407999999999999,0.2858643816306716,0.4401333333333333
55.0,0.5,0.05,0.30737419248209663,0.4621333333333332,0.30005290092643305,0.4797999999999998
55.0,0.5,0.06,0.3083055147085735,0.4445333333333333,0.2891954525083642,0.5083333333333333
55.0,0.5,0.07,0.3348284408882407,0.4856000000000001,0.33470543717313106,0.5137333333333334
55.0,0.5,0.08,0.3094815667665408,0.4631333333333334,0.3076854538980643,0.4934666666666666
55.0,0.5,0.09,0.3646660268745169,0.5458000000000001,0.34505790499510497,0.5081999999999999
55.0,0.5,0.1,0.3585209843438031,0.5224,0.31352163326344273,0.481
55.0,0.5,0.11,0.415357587671204,0.5699333333333334,0.3356559047072021,0.5246666666666666
55.0,0.5,0.12,0.4048710285872736,0.5441999999999999,0.36949143497740017,0.5486
55.0,0.5,0.13,0.4522569205620933,0.6255333333333334,0.3316559641472733,0.5722666666666667
55.0,0.5,0.14,0.3967164020809852,0.5561333333333333,0.44318429085884004,0.6377333333333334
55.0,0.5,0.15,0.4329132427568132,0.5783333333333334,0.4283567622895657,0.5903333333333334
55.0,0.5,0.16,0.45884981276719705,0.5982666666666665,0.41979240342741136,0.6158666666666666
55.0,0.5,0.17,0.4341380386449783,0.5644,0.4348870221976479,0.6134
55.0,0.5,0.18,0.4496164668246759,0.6467333333333332,0.5097795909289681,0.6390666666666666
55.0,0.5,0.19,0.4694586191366141,0.6315333333333332,0.4562257322053617,0.6611333333333334
55.0,0.5,0.2,0.4632378263897421,0.6334,0.4787771937605931,0.6534666666666666
55.0,0.5,0.21,0.4950880126064722,0.6254,0.4160384244543467,0.5956666666666666
55.0,0.5,0.22,0.6495983581229781,0.7375333333333333,0.4385332298751791,0.6273333333333333
55.0,0.5,0.23,0.8282036630026434,0.8742666666666667,0.4314882473781824,0.6376
55.0,0.5,0.24,0.9629331874972792,0.9762666666666666,0.4604180090789953,0.6603333333333333
55.0,0.5,0.25,1.0,1.0,0.3715731262845908,0.6104666666666666
55.0,0.5,0.26,1.0,1.0,0.4618486183757725,0.6549333333333334
55.0,0.5,0.27,1.0,1.0,0.4464102981478169,0.6505333333333333
55.0,0.5,0.28,1.0,1.0,0.5193113827609513,0.7147333333333333
55.0,0.5,0.29,1.0,1.0,0.4958292394613194,0.6957333333333334
55.0,0.5,0.3,1.0,1.0,0.5347778766724381,0.6830666666666667
55.0,0.5,0.31,1.0,1.0,0.4801512178130992,0.6833333333333335
55.0,0.5,0.32,1.0,1.0,0.5860275566444799,0.7468666666666667
55.0,0.5,0.33,1.0,1.0,0.5793628603140257,0.7628
55.0,0.5,0.34,1.0,1.0,0.6501273710746506,0.7678666666666668
55.0,0.5,0.35000000000000003,1.0,1.0,0.6791375039327181,0.8080666666666667
55.0,0.5,0.36,1.0,1.0,0.6468369436633722,0.8472000000000003
55.0,0.5,0.37,1.0,1.0,0.7556150576986941,0.878
55.0,0.5,0.38,1.0,1.0,0.7673013996169561,0.8580666666666669
55.0,0.5,0.39,1.0,1.0,0.869834269159361,0.9090666666666668
55.0,0.5,0.4,1.0,1.0,0.8886690475834329,0.9484666666666668
55.0,0.5,0.41,1.0,1.0,0.9618590707538076,0.9888
55.0,0.5,0.42,1.0,1.0,0.9864615384615384,0.987
55.0,0.5,0.43,1.0,1.0,0.9860962566844921,0.9914
55.0,0.5,0.44,1.0,1.0,0.9770104405398524,0.994
55.0,0.5,0.45,1.0,1.0,1.0,1.0
55.0,0.5,0.46,1.0,1.0,1.0,1.0
55.0,0.5,0.47,1.0,1.0,1.0,1.0
55.0,0.5,0.48,1.0,1.0,1.0,1.0
55.0,0.5,0.49,1.0,1.0,1.0,1.0
55.0,0.5,0.5,1.0,1.0,1.0,1.0
60.0,0.5,0.0,0.2452319455994021,0.3053333333333333,0.2566059728633992,0.2997333333333333
60.0,0.5,0.01,0.2535336545460212,0.3784,0.24021931400420385,0.3658
60.0,0.5,0.02,0.2839273751716288,0.4243333333333335,0.24275815960493824,0.3960666666666667
60.0,0.5,0.03,0.28994771573959083,0.40153333333333335,0.2817012771489177,0.4483333333333332
60.0,0.5,0.04,0.2773806606200439,0.4504000000000001,0.2743520027508678,0.4469333333333334
60.0,0.5,0.05,0.2855508920803261,0.4999333333333333,0.2705733477500219,0.4768
60.0,0.5,0.06,0.33332827859247005,0.4739999999999998,0.28097257574017714,0.4999333333333335
60.0,0.5,0.07,0.31004154740687023,0.4948666666666667,0.28170863107696953,0.5159999999999999
60.0,0.5,0.08,0.3493210688578154,0.5326666666666667,0.3060072840417842,0.5077333333333333
60.0,0.5,0.09,0.40350399177033375,0.5054,0.30413576559334965,0.5185333333333332
60.0,0.5,0.1,0.3731906731044608,0.5527333333333333,0.3271688945040377,0.5374666666666666
60.0,0.5,0.11,0.3943718293400709,0.5579333333333332,0.3712260663111835,0.5585999999999999
60.0,0.5,0.12,0.3859638367296781,0.5178666666666666,0.3492692927605177,0.5459333333333333
60.0,0.5,0.13,0.40915026616086414,0.5662666666666668,0.3388673573872357,0.5634666666666667
60.0,0.5,0.14,0.37182161489339627,0.5267333333333333,0.3943422503305793,0.5806666666666664
60.0,0.5,0.15,0.4844384249753387,0.5982,0.39255792216799773,0.5848
60.0,0.5,0.16,0.4091916607258635,0.5902666666666664,0.3944850760561972,0.6044666666666667
60.0,0.5,0.17,0.39227801777531934,0.563,0.3922971460317523,0.5834666666666665
60.0,0.5,0.18,0.4439267203668015,0.6155999999999999,0.460101349763435,0.5992666666666666
60.0,0.5,0.19,0.4279991810765377,0.5694666666666663,0.5241696478866923,0.7044
60.0,0.5,0.2,0.4707671717463689,0.5813333333333333,0.5276813514749231,0.6661333333333335
60.0,0.5,0.21,0.6325235510848802,0.7166000000000001,0.4577113276335091,0.6496
60.0,0.5,0.22,0.7429767128949524,0.7935333333333334,0.544213051022874,0.7212666666666666
60.0,0.5,0.23,0.9419366802430464,0.9614666666666666,0.4661300829532343,0.6669999999999999
60.0,0.5,0.24,0.985952380952381,0.99,0.4516703862080373,0.6249333333333332
60.0,0.5,0.25,1.0,1.0,0.6039407354941535,0.6945333333333333
60.0,0.5,0.26,1.0,1.0,0.5408245363783035,0.6701999999999998
60.0,0.5,0.27,1.0,1.0,0.4914334669197023,0.7008666666666669
60.0,0.5,0.28,1.0,1.0,0.50556522968007,0.7015999999999998
60.0,0.5,0.29,1.0,1.0,0.5599402302622963,0.7605333333333334
60.0,0.5,0.3,1.0,1.0,0.5238941213204998,0.7084666666666668
60.0,0.5,0.31,1.0,1.0,0.6316701138863562,0.7842666666666664
60.0,0.5,0.32,1.0,1.0,0.557300880867692,0.7618666666666667
60.0,0.5,0.33,1.0,1.0,0.6009325439043579,0.7628666666666666
60.0,0.5,0.34,1.0,1.0,0.6847034929872723,0.8267333333333333
60.0,0.5,0.35000000000000003,1.0,1.0,0.7386518682335477,0.8578666666666668
60.0,0.5,0.36,1.0,1.0,0.8056005114542873,0.8999333333333334
60.0,0.5,0.37,1.0,1.0,0.8359324919702865,0.9238
60.0,0.5,0.38,1.0,1.0,0.8914532010385184,0.9656
60.0,0.5,0.39,1.0,1.0,0.9080982111146996,0.9682
60.0,0.5,0.4,1.0,1.0,0.8962610210681484,0.9767333333333336
60.0,0.5,0.41,1.0,1.0,0.944598679709085,0.9824666666666668
60.0,0.5,0.42,1.0,1.0,0.9871977240398292,0.9968666666666668
60.0,0.5,0.43,1.0,1.0,1.0,1.0
60.0,0.5,0.44,1.0,1.0,0.9716686728617971,0.9904
60.0,0.5,0.45,1.0,1.0,1.0,1.0
60.0,0.5,0.46,1.0,1.0,1.0,1.0
60.0,0.5,0.47,1.0,1.0,1.0,1.0
60.0,0.5,0.48,1.0,1.0,1.0,1.0
60.0,0.5,0.49,1.0,1.0,1.0,1.0
60.0,0.5,0.5,1.0,1.0,1.0,1.0
65.0,0.5,0.0,0.2424996941694609,0.3524000000000001,0.24055420726748256,0.3721333333333333
65.0,0.5,0.01,0.24264460599207216,0.36406666666666665,0.25678660135231024,0.3483999999999999
65.0,0.5,0.02,0.2565165163894667,0.3978000000000001,0.2516453355722672,0.39526666666666654
65.0,0.5,0.03,0.2876672232391038,0.4574666666666669,0.26225400015967903,0.4899333333333334
65.0,0.5,0.04,0.2857394485219287,0.4266666666666668,0.26409974182871665,0.4633333333333334
65.0,0.5,0.05,0.29496770699708624,0.4695333333333334,0.27253365683650993,0.4841333333333334
65.0,0.5,0.06,0.2821111634216965,0.4696,0.3020760439301597,0.4782000000000001
65.0,0.5,0.07,0.35302317695989743,0.4464666666666667,0.3297925692601089,0.4852
65.0,0.5,0.08,0.4248035071985929,0.5010666666666668,0.2928234695621948,0.4963999999999998
65.0,0.5,0.09,0.3819447029668298,0.5690666666666665,0.3190357332040495,0.5231999999999999
65.0,0.5,0.1,0.3725369674096513,0.5256666666666667,0.38338313854936207,0.5413999999999999
65.0,0.5,0.11,0.37749945259792,0.5686000000000001,0.3744290013549065,0.5362000000000001
65.0,0.5,0.12,0.38375620628604495,0.5487333333333333,0.3782390460398929,0.5424000000000002
65.0,0.5,0.13,0.4360070832352605,0.5471333333333334,0.3693081923060113,0.5992666666666666
65.0,0.5,0.14,0.3981256451044984,0.5432666666666666,0.35333200444596663,0.5703333333333331
65.0,0.5,0.15,0.4558498740965392,0.5935999999999999,0.4410826097516608,0.6343333333333334
65.0,0.5,0.16,0.4206626983815701,0.5923999999999999,0.4622515588100022,0.6281333333333333
65.0,0.5,0.17,0.4529648051646006,0.6008666666666664,0.4923483063312053,0.6674000000000001
65.0,0.5,0.18,0.40381781368616027,0.5517333333333332,0.4563156368499205,0.6659999999999999
65.0,0.5,0.19,0.4544582815425489,0.6137999999999999,0.457448975265687,0.6211333333333333
65.0,0.5,0.2,0.5491485534711861,0.7035333333333332,0.4743036286463157,0.6564
65.0,0.5,0.21,0.6195859142548324,0.7253333333333332,0.3926819377866016,0.6139333333333333
65.0,0.5,0.22,0.8264885994959447,0.8844666666666667,0.4730245905024232,0.6787999999999998
65.0,0.5,0.23,0.959136708701926,0.9722,0.4769269680439826,0.6523333333333332
65.0,0.5,0.24,0.9700569350649352,0.9808,0.4641255599565007,0.6444
65.0,0.5,0.25,1.0,1.0,0.4336595061801617,0.6771999999999998
65.0,0.5,0.26,1.0,1.0,0.5077330055694115,0.6901333333333333
65.0,0.5,0.27,1.0,1.0,0.4922202240154174,0.6583333333333333
65.0,0.5,0.28,1.0,1.0,0.5042440642899921,0.7009333333333333
65.0,0.5,0.29,1.0,1.0,0.4903184250866301,0.6989333333333332
65.0,0.5,0.3,1.0,1.0,0.575379593517297,0.7916000000000001
65.0,0.5,0.31,1.0,1.0,0.6025269760770111,0.8049333333333335
65.0,0.5,0.32,1.0,1.0,0.6280367144043668,0.8188000000000001
65.0,0.5,0.33,1.0,1.0,0.6288700341976976,0.8233333333333335
65.0,0.5,0.34,1.0,1.0,0.6530111231578621,0.82
65.0,0.5,0.35000000000000003,1.0,1.0,0.6441155033551135,0.8374666666666667
65.0,0.5,0.36,1.0,1.0,0.7406767664524808,0.8566666666666667
65.0,0.5,0.37,1.0,1.0,0.8373803466636309,0.9186
65.0,0.5,0.38,1.0,1.0,0.8926654183849313,0.9390666666666668
65.0,0.5,0.39,1.0,1.0,0.8694133508287777,0.9378666666666672
65.0,0.5,0.4,1.0,1.0,0.9056728817657376,0.9572666666666668
65.0,0.5,0.41,1.0,1.0,0.9725172413793104,0.975
65.0,0.5,0.42,1.0,1.0,1.0,1.0
65.0,0.5,0.43,1.0,1.0,1.0,1.0
65.0,0.5,0.44,1.0,1.0,1.0,1.0
65.0,0.5,0.45,1.0,1.0,1.0,1.0
65.0,0.5,0.46,1.0,1.0,1.0,1.0
65.0,0.5,0.47,1.0,1.0,1.0,1.0
65.0,0.5,0.48,1.0,1.0,1.0,1.0
65.0,0.5,0.49,1.0,1.0,1.0,1.0
